calligrapher_id,character,std_glyph_key,calligrapher,character_id,glyph_id,script_id,script,image_path
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3786.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3787.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3788.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3789.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3790.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3791.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3792.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3793.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3794.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3795.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3796.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3797.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3798.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3799.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3800.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3801.png
53,三,li/U+04E09,何绍基,163,28267,4,隶,final_images/3802.png
795,三,li/U+04E09,赵之谦,163,28267,4,隶,final_images/3803.png
798,三,li/U+04E09,赵在翰,163,28267,4,隶,final_images/3804.png
855,三,li/U+04E09,金农,163,28267,4,隶,final_images/3805.png
900,三,li/U+04E09,陈恭尹,163,28267,4,隶,final_images/3806.png
920,三,li/U+04E09,陈鸿寿,163,28267,4,隶,final_images/3807.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3808.png
0,三,li/U+04E09,others,163,28267,4,隶,final_images/3809.png
801,上,kai/U+04E0A,赵孟𫖯,164,164,0,楷,final_images/3827.png
0,上,kai/U+04E0A,others,164,164,0,楷,final_images/3828.png
0,上,kai/U+04E0A,others,164,164,0,楷,final_images/3829.png
0,上,kai/U+04E0A,others,164,164,0,楷,final_images/3830.png
716,上,kai/U+04E0A,萧显庆,164,164,0,楷,final_images/3831.png
847,上,kai/U+04E0A,郑道昭,164,164,0,楷,final_images/3832.png
308,上,kai/U+04E0A,张旭,164,164,0,楷,final_images/3833.png
461,上,kai/U+04E0A,柳公权,164,164,0,楷,final_images/3834.png
479,上,kai/U+04E0A,欧阳询,164,164,0,楷,final_images/3835.png
746,上,kai/U+04E0A,虞世南,164,164,0,楷,final_images/3836.png
760,上,kai/U+04E0A,褚遂良,164,164,0,楷,final_images/3837.png
956,上,kai/U+04E0A,颜真卿,164,164,0,楷,final_images/3838.png
703,上,kai/U+04E0A,苏轼,164,164,0,楷,final_images/3839.png
797,上,kai/U+04E0A,赵佶,164,164,0,楷,final_images/3840.png
377,上,kai/U+04E0A,智永,164,164,0,楷,final_images/3841.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4020.png
339,上,li/U+04E0A,徐浩,164,28268,4,隶,final_images/4021.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4022.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4023.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4024.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4025.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4026.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4027.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4028.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4029.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4030.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4031.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4032.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4033.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4034.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4035.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4036.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4037.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4038.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4039.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4040.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4041.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4042.png
0,上,li/U+04E0A,others,164,28268,4,隶,final_images/4043.png
47,上,li/U+04E0A,任淇,164,28268,4,隶,final_images/4044.png
53,上,li/U+04E0A,何绍基,164,28268,4,隶,final_images/4045.png
231,上,li/U+04E0A,孙均,164,28268,4,隶,final_images/4046.png
507,上,li/U+04E0A,汪士慎,164,28268,4,隶,final_images/4047.png
583,上,li/U+04E0A,王时敏,164,28268,4,隶,final_images/4048.png
639,上,li/U+04E0A,石涛,164,28268,4,隶,final_images/4049.png
726,上,li/U+04E0A,董邦达,164,28268,4,隶,final_images/4050.png
823,上,li/U+04E0A,邓奎,164,28268,4,隶,final_images/4051.png
828,上,li/U+04E0A,邓石如,164,28268,4,隶,final_images/4052.png
855,上,li/U+04E0A,金农,164,28268,4,隶,final_images/4053.png
855,上,li/U+04E0A,金农,164,28268,4,隶,final_images/4054.png
881,上,li/U+04E0A,阮元,164,28268,4,隶,final_images/4055.png
900,上,li/U+04E0A,陈恭尹,164,28268,4,隶,final_images/4056.png
920,上,li/U+04E0A,陈鸿寿,164,28268,4,隶,final_images/4057.png
974,上,li/U+04E0A,高翔,164,28268,4,隶,final_images/4058.png
631,上,li/U+04E0A,睡虎地简牍,164,28268,4,隶,final_images/4059.png
499,下,kai/U+04E0B,永,165,165,0,楷,final_images/4079.png
0,下,kai/U+04E0B,others,165,165,0,楷,final_images/4080.png
847,下,kai/U+04E0B,郑道昭,165,165,0,楷,final_images/4081.png
308,下,kai/U+04E0B,张旭,165,165,0,楷,final_images/4082.png
461,下,kai/U+04E0B,柳公权,165,165,0,楷,final_images/4083.png
760,下,kai/U+04E0B,褚遂良,165,165,0,楷,final_images/4084.png
760,下,kai/U+04E0B,褚遂良,165,165,0,楷,final_images/4085.png
801,下,li/U+04E0B,赵孟𫖯,165,28269,4,隶,final_images/4252.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4253.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4254.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4255.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4256.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4257.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4258.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4259.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4260.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4261.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4262.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4263.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4264.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4265.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4266.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4267.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4268.png
0,下,li/U+04E0B,others,165,28269,4,隶,final_images/4269.png
49,下,li/U+04E0B,伊秉绶,165,28269,4,隶,final_images/4270.png
118,下,li/U+04E0B,卞永誉,165,28269,4,隶,final_images/4271.png
589,下,li/U+04E0B,王澍,165,28269,4,隶,final_images/4272.png
726,下,li/U+04E0B,董邦达,165,28269,4,隶,final_images/4273.png
828,下,li/U+04E0B,邓石如,165,28269,4,隶,final_images/4274.png
855,下,li/U+04E0B,金农,165,28269,4,隶,final_images/4275.png
855,下,li/U+04E0B,金农,165,28269,4,隶,final_images/4276.png
631,下,li/U+04E0B,睡虎地简牍,165,28269,4,隶,final_images/4277.png
59,不,kai/U+04E0D,俞和,167,167,0,楷,final_images/4436.png
801,不,kai/U+04E0D,赵孟𫖯,167,167,0,楷,final_images/4437.png
801,不,kai/U+04E0D,赵孟𫖯,167,167,0,楷,final_images/4438.png
0,不,kai/U+04E0D,others,167,167,0,楷,final_images/4439.png
0,不,kai/U+04E0D,others,167,167,0,楷,final_images/4440.png
0,不,kai/U+04E0D,others,167,167,0,楷,final_images/4441.png
0,不,kai/U+04E0D,others,167,167,0,楷,final_images/4442.png
0,不,kai/U+04E0D,others,167,167,0,楷,final_images/4443.png
847,不,kai/U+04E0D,郑道昭,167,167,0,楷,final_images/4444.png
30,不,kai/U+04E0D,临王羲之,167,167,0,楷,final_images/4445.png
345,不,kai/U+04E0D,怀仁,167,167,0,楷,final_images/4446.png
760,不,kai/U+04E0D,褚遂良,167,167,0,楷,final_images/4447.png
760,不,kai/U+04E0D,褚遂良,167,167,0,楷,final_images/4448.png
956,不,kai/U+04E0D,颜真卿,167,167,0,楷,final_images/4449.png
703,不,kai/U+04E0D,苏轼,167,167,0,楷,final_images/4450.png
736,不,kai/U+04E0D,蔡襄,167,167,0,楷,final_images/4451.png
0,不,kai/U+04E0D,others,167,167,0,楷,final_images/4452.png
572,不,kai/U+04E0D,王庭筠,167,167,0,楷,final_images/4453.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5067.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5068.png
940,不,li/U+04E0D,韩择木,167,28271,4,隶,final_images/5069.png
365,不,li/U+04E0D,文徵明,167,28271,4,隶,final_images/5070.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5071.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5072.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5073.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5074.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5075.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5076.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5077.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5078.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5079.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5080.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5081.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5082.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5083.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5084.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5085.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5086.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5087.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5088.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5089.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5090.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5091.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5092.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5093.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5094.png
0,不,li/U+04E0D,others,167,28271,4,隶,final_images/5095.png
49,不,li/U+04E0D,伊秉绶,167,28271,4,隶,final_images/5096.png
182,不,li/U+04E0D,吴熙载,167,28271,4,隶,final_images/5097.png
507,不,li/U+04E0D,汪士慎,167,28271,4,隶,final_images/5098.png
583,不,li/U+04E0D,王时敏,167,28271,4,隶,final_images/5099.png
639,不,li/U+04E0D,石涛,167,28271,4,隶,final_images/5100.png
688,不,li/U+04E0D,翁方纲,167,28271,4,隶,final_images/5101.png
724,不,li/U+04E0D,董念巢,167,28271,4,隶,final_images/5102.png
855,不,li/U+04E0D,金农,167,28271,4,隶,final_images/5103.png
888,不,li/U+04E0D,陆凤墀,167,28271,4,隶,final_images/5104.png
994,不,li/U+04E0D,黄易,167,28271,4,隶,final_images/5105.png
631,不,li/U+04E0D,睡虎地简牍,167,28271,4,隶,final_images/5106.png
631,不,li/U+04E0D,睡虎地简牍,167,28271,4,隶,final_images/5107.png
631,不,li/U+04E0D,睡虎地简牍,167,28271,4,隶,final_images/5108.png
813,与,kai/U+04E0E,轼,168,168,0,楷,final_images/5130.png
818,与,kai/U+04E0E,过,168,168,0,楷,final_images/5131.png
829,与,kai/U+04E0E,邕,168,168,0,楷,final_images/5132.png
0,与,kai/U+04E0E,others,168,168,0,楷,final_images/5133.png
642,与,li/U+04E0E,碑刻,168,28272,4,隶,final_images/5161.png
642,与,li/U+04E0E,碑刻,168,28272,4,隶,final_images/5162.png
642,与,li/U+04E0E,碑刻,168,28272,4,隶,final_images/5163.png
642,与,li/U+04E0E,碑刻,168,28272,4,隶,final_images/5164.png
642,与,li/U+04E0E,碑刻,168,28272,4,隶,final_images/5165.png
642,与,li/U+04E0E,碑刻,168,28272,4,隶,final_images/5166.png
801,与,li/U+04E0E,赵孟𫖯,168,28272,4,隶,final_images/5167.png
0,与,li/U+04E0E,others,168,28272,4,隶,final_images/5168.png
0,与,li/U+04E0E,others,168,28272,4,隶,final_images/5169.png
855,与,li/U+04E0E,金农,168,28272,4,隶,final_images/5170.png
855,与,li/U+04E0E,金农,168,28272,4,隶,final_images/5171.png
216,丐,kai/U+04E10,墨迹,170,170,0,楷,final_images/5198.png
197,丑,kai/U+04E11,唐,171,171,0,楷,final_images/5264.png
527,丑,kai/U+04E11,沣,171,171,0,楷,final_images/5265.png
829,丑,kai/U+04E11,邕,171,171,0,楷,final_images/5266.png
0,丑,kai/U+04E11,others,171,171,0,楷,final_images/5267.png
760,丑,kai/U+04E11,褚遂良,171,171,0,楷,final_images/5268.png
956,丑,kai/U+04E11,颜真卿,171,171,0,楷,final_images/5269.png
795,丑,kai/U+04E11,赵之谦,171,171,0,楷,final_images/5270.png
642,丑,li/U+04E11,碑刻,171,28275,4,隶,final_images/5379.png
642,丑,li/U+04E11,碑刻,171,28275,4,隶,final_images/5380.png
642,丑,li/U+04E11,碑刻,171,28275,4,隶,final_images/5381.png
642,丑,li/U+04E11,碑刻,171,28275,4,隶,final_images/5382.png
