filepath,character,script_name,script_id,calligrapher,calligrapher_id,character_id,glyph_id
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\侈-草-近-于右任-18614.png,侈,草,2,于右任,39,342,20342
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\俠-草-近-于右任-20030.png,俠,草,2,于右任,39,376,20376
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\俶-草-近-于右任-20328.png,俶,草,2,于右任,39,383,20383
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\傍-草-近-于右任-21686.png,傍,草,2,于右任,39,437,20437
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\催-草-近-于右任-21961.png,催,草,2,于右任,39,442,20442
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\僅-楷-近-于右任-22346.png,僅,楷,0,于右任,39,452,452
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\優-草-近-于右任-23372.png,優,草,2,于右任,39,484,20484
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\先-行-近-于右任-24392.png,先,行,3,于右任,39,497,30497
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\六-行-近-于右任-26837.png,六,行,3,于右任,39,519,30519
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\其-草-近-于右任-27504.png,其,草,2,于右任,39,525,20525
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\准-草-近-于右任-29183.png,准,草,2,于右任,39,566,20566
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\凶-行-近-于右任-29693.png,凶,行,3,于右任,39,583,30583
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\分-行-近-于右任-30336.png,分,行,3,于右任,39,591,30591
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\分-行-近-于右任-30337.png,分,行,3,于右任,39,591,30591
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\刑-草-近-于右任-30590.png,刑,草,2,于右任,39,596,20596
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\判-楷-近-于右任-30938.png,判,楷,0,于右任,39,601,601
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\副-楷-近-于右任-32349.png,副,楷,0,于右任,39,632,632
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\勝-楷-近-于右任-33782.png,勝,楷,0,于右任,39,676,676
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\勳-楷-近-于右任-34152.png,勳,楷,0,于右任,39,683,683
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\匡-楷-近-于右任-35212.png,匡,楷,0,于右任,39,707,707
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\匪-楷-近-于右任-35301.png,匪,楷,0,于右任,39,711,711
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\卑-草-近-于右任-36640.png,卑,草,2,于右任,39,731,20731
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\印-行-近-于右任-37788.png,印,行,3,于右任,39,750,30750
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\參-行-近-于右任-39537.png,參,行,3,于右任,39,787,30787
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\叄-行-近-于右任-39622.png,叄,行,3,于右任,39,788,30788
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\及-行-近-于右任-40520.png,及,行,3,于右任,39,791,30791
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\右-楷-近-于右任-43080.png,右,楷,0,于右任,39,819,819
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\同-行-近-于右任-44278.png,同,行,3,于右任,39,830,30830
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\吝-楷-近-于右任-45331.png,吝,楷,0,于右任,39,839,839
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\唱-草-近-于右任-49016.png,唱,草,2,于右任,39,920,20920
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\嗚-草-近-于右任-50788.png,嗚,草,2,于右任,39,961,20961
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\嗜-楷-近-于右任-50807.png,嗜,楷,0,于右任,39,963,963
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\噫-楷-近-于右任-51878.png,噫,楷,0,于右任,39,993,993
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\園-草-近-于右任-53653.png,園,草,2,于右任,39,1029,21029
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\地-草-近-于右任-54488.png,地,草,2,于右任,39,1040,21040
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\垂-草-近-于右任-55118.png,垂,草,2,于右任,39,1063,21063
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\基-草-近-于右任-55937.png,基,草,2,于右任,39,1083,21083
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\塔-行-近-于右任-56638.png,塔,行,3,于右任,39,1108,31108
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\夏-草-近-于右任-58934.png,夏,草,2,于右任,39,1172,21172
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\多-草-近-于右任-59680.png,多,草,2,于右任,39,1180,21180
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\大-行-近-于右任-60529.png,大,行,3,于右任,39,1184,31184
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\奸-行-近-于右任-63386.png,奸,行,3,于右任,39,1223,31223
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\妙-草-近-于右任-64117.png,妙,草,2,于右任,39,1238,21238
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\始-草-近-于右任-64708.png,始,草,2,于右任,39,1251,21251
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\婦-草-近-于右任-66256.png,婦,草,2,于右任,39,1294,21294
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\季-楷-近-于右任-68814.png,季,楷,0,于右任,39,1344,1344
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\孰-草-近-于右任-69206.png,孰,草,2,于右任,39,1349,21349
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\害-楷-近-于右任-72343.png,害,楷,0,于右任,39,1387,1387
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\密-草-近-于右任-73151.png,密,草,2,于右任,39,1401,21401
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\富-草-近-于右任-73323.png,富,草,2,于右任,39,1404,21404
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\寥-楷-近-于右任-74067.png,寥,楷,0,于右任,39,1421,1421
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\寫-草-近-于右任-74482.png,寫,草,2,于右任,39,1426,21426
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\對-草-近-于右任-76092.png,對,草,2,于右任,39,1450,21450
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\尤-楷-近-于右任-77259.png,尤,楷,0,于右任,39,1463,1463
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\履-草-近-于右任-78522.png,履,草,2,于右任,39,1489,21489
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\岸-楷-近-于右任-79603.png,岸,楷,0,于右任,39,1511,1511
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\巖-楷-近-于右任-80879.png,巖,楷,0,于右任,39,1555,1555
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\巖-行-近-于右任-80887.png,巖,行,3,于右任,39,1555,31555
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\左-行-近-于右任-81751.png,左,行,3,于右任,39,1565,31565
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\巨-行-近-于右任-81850.png,巨,行,3,于右任,39,1567,31567
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\帝-草-近-于右任-83539.png,帝,草,2,于右任,39,1594,21594
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\席-草-近-于右任-83919.png,席,草,2,于右任,39,1599,21599
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\府-草-近-于右任-86377.png,府,草,2,于右任,39,1639,21639
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\廟-草-近-于右任-87444.png,廟,草,2,于右任,39,1664,21664
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\弁-草-近-于右任-88347.png,弁,草,2,于右任,39,1681,21681
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\弊-草-近-于右任-88478.png,弊,草,2,于右任,39,1687,21687
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\弦-草-近-于右任-89676.png,弦,草,2,于右任,39,1704,21704
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\弱-草-近-于右任-89809.png,弱,草,2,于右任,39,1709,21709
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\弱-行-近-于右任-89797.png,弱,行,3,于右任,39,1709,31709
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\張-楷-近-于右任-89914.png,張,楷,0,于右任,39,1710,1710
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\彈-草-近-于右任-90196.png,彈,草,2,于右任,39,1714,21714
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\彖-楷-近-于右任-90673.png,彖,楷,0,于右任,39,1721,1721
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\形-草-近-于右任-91973.png,形,草,2,于右任,39,1730,21730
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\志-草-近-于右任-95737.png,志,草,2,于右任,39,1786,21786
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\性-行-近-于右任-96781.png,性,行,3,于右任,39,1815,31815
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\悅-草-近-于右任-97911.png,悅,草,2,于右任,39,1849,21849
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\悦-草-近-于右任-98340.png,悦,草,2,于右任,39,1865,21865
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\惻-草-近-于右任-99486.png,惻,草,2,于右任,39,1900,21900
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\愈-楷-近-于右任-99582.png,愈,楷,0,于右任,39,1905,1905
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\意-草-近-于右任-99749.png,意,草,2,于右任,39,1908,21908
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\愼-草-近-于右任-100248.png,愼,草,2,于右任,39,1922,21922
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\慈-草-近-于右任-100360.png,慈,草,2,于右任,39,1928,21928
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\慎-草-近-于右任-100454.png,慎,草,2,于右任,39,1933,21933
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\慮-草-近-于右任-100786.png,慮,草,2,于右任,39,1946,21946
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\懸-草-近-于右任-676.png,懸,草,2,于右任,39,1985,21985
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\戰-行-近-于右任-2893.png,戰,行,3,于右任,39,2012,32012
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\房-草-近-于右任-3432.png,房,草,2,于右任,39,2020,22020
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\扇-草-近-于右任-3841.png,扇,草,2,于右任,39,2026,22026
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\振-草-近-于右任-6228.png,振,草,2,于右任,39,2117,22117
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\推-草-近-于右任-7289.png,推,草,2,于右任,39,2165,22165
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\攘-行-近-于右任-921.png,攘,行,3,于右任,39,2256,32256
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\收-草-近-于右任-1245.png,收,草,2,于右任,39,2263,22263
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\改-草-近-于右任-1449.png,改,草,2,于右任,39,2266,22266
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\攻-行-近-于右任-1571.png,攻,行,3,于右任,39,2268,32268
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\政-草-近-于右任-1761.png,政,草,2,于右任,39,2272,22272
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\效-草-近-于右任-2090.png,效,草,2,于右任,39,2277,22277
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\救-楷-近-于右任-2286.png,救,楷,0,于右任,39,2281,2281
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\料-行-近-于右任-4457.png,料,行,3,于右任,39,2315,32315
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\旋-草-近-于右任-6526.png,旋,草,2,于右任,39,2344,22344
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\昃-草-近-于右任-1767.png,昃,草,2,于右任,39,2373,22373
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\昌-楷-近-于右任-1926.png,昌,楷,0,于右任,39,2377,2377
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\昔-行-近-于右任-2649.png,昔,行,3,于右任,39,2381,32381
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\晚-草-近-于右任-123.png,晚,草,2,于右任,39,2407,22407
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\晩-草-近-于右任-4625.png,晩,草,2,于右任,39,2417,22417
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\曜-草-近-于右任-5681.png,曜,草,2,于右任,39,2455,22455
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\曲-草-近-于右任-6341.png,曲,草,2,于右任,39,2462,22462
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\月-行-近-于右任-7802.png,月,行,3,于右任,39,2477,32477
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\有-草-近-于右任-8146.png,有,草,2,于右任,39,2478,22478
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\服-草-近-于右任-8382.png,服,草,2,于右任,39,2481,22481
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\朝-草-近-于右任-8990.png,朝,草,2,于右任,39,2489,22489
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\李-草-近-于右任-10237.png,李,草,2,于右任,39,2510,22510
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\枝-草-近-于右任-11611.png,枝,草,2,于右任,39,2546,22546
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\校-楷-近-于右任-12660.png,校,楷,0,于右任,39,2593,2593
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\極-草-近-于右任-15411.png,極,草,2,于右任,39,2687,22687
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\楷-楷-近-于右任-15437.png,楷,楷,0,于右任,39,2688,2688
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\樓-草-近-于右任-16551.png,樓,草,2,于右任,39,2725,22725
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\標-草-近-于右任-16597.png,標,草,2,于右任,39,2727,22727
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\横-草-近-于右任-16727.png,横,草,2,于右任,39,2732,22732
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\橫-草-近-于右任-17238.png,橫,草,2,于右任,39,2748,22748
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\權-楷-近-于右任-17869.png,權,楷,0,于右任,39,2768,2768
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\欲-草-近-于右任-18309.png,欲,草,2,于右任,39,2780,22780
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\歟-楷-近-于右任-18789.png,歟,楷,0,于右任,39,2799,2799
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\此-草-近-于右任-19507.png,此,草,2,于右任,39,2803,22803
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\歷-草-近-于右任-20512.png,歷,草,2,于右任,39,2812,22812
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\殊-草-近-于右任-21093.png,殊,草,2,于右任,39,2822,22822
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\殺-楷-近-于右任-21594.png,殺,楷,0,于右任,39,2838,2838
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\殽-楷-近-于右任-21645.png,殽,楷,0,于右任,39,2839,2839
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\毅-楷-近-于右任-21861.png,毅,楷,0,于右任,39,2843,2843
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\毛-行-近-于右任-22997.png,毛,行,3,于右任,39,2857,32857
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\江-行-近-于右任-25318.png,江,行,3,于右任,39,2890,32890
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\池-草-近-于右任-25391.png,池,草,2,于右任,39,2891,22891
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\法-行-近-于右任-26863.png,法,行,3,于右任,39,2949,32949
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\泰-草-近-于右任-27259.png,泰,草,2,于右任,39,2964,22964
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\洛-楷-近-于右任-27551.png,洛,楷,0,于右任,39,2982,2982
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\流-草-近-于右任-28107.png,流,草,2,于右任,39,2999,22999
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\淑-草-近-于右任-29262.png,淑,草,2,于右任,39,3052,23052
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\淖-楷-近-于右任-29294.png,淖,楷,0,于右任,39,3054,3054
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\淩-草-近-于右任-29507.png,淩,草,2,于右任,39,3065,23065
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\湯-楷-近-于右任-31382.png,湯,楷,0,于右任,39,3117,3117
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\源-楷-近-于右任-31480.png,源,楷,0,于右任,39,3122,3122
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\溢-楷-近-于右任-31611.png,溢,楷,0,于右任,39,3128,3128
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\溪-草-近-于右任-31699.png,溪,草,2,于右任,39,3130,23130
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\于右任\滿-草-近-于右任-32322.png,滿,草,2,于右任,39,3156,23156
