image_path,calligrapher,script,character,calligrapher_id,script_id,character_id,glyph_id,aug,std_path,source,src_image_path,old_50k_id
data/50k/imgs/000034.png,孙过庭,行,丁,235,3,158,21236,,data/50k/std/000034.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3230.png,000034
data/50k/imgs/000035.png,王铎,行,丁,612,3,158,21236,,data/50k/std/000035.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3231.png,000035
data/50k/imgs/000036.png,郑板桥,行,丁,842,3,158,21236,,data/50k/std/000036.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3232.png,000036
data/50k/imgs/000037.png,智永,行,丁,377,3,158,21236,,data/50k/std/000037.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3233.png,000037
data/50k/imgs/000038.png,智永,行,丁,377,3,158,21236,,data/50k/std/000038.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235519.png,000038
data/50k/imgs/000039.png,赵之谦,隶,七,795,4,160,28264,,data/50k/std/000039.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3458.png,000039
data/50k/imgs/000040.png,金农,隶,七,855,4,160,28264,,data/50k/std/000040.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3459.png,000040
data/50k/imgs/000041.png,张旭,楷,七,308,0,160,160,,data/50k/std/000041.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3336.png,000041
data/50k/imgs/000042.png,柳公权,楷,七,461,0,160,160,,data/50k/std/000042.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3337.png,000042
data/50k/imgs/000043.png,欧阳询,楷,七,479,0,160,160,,data/50k/std/000043.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3338.png,000043
data/50k/imgs/000044.png,欧阳通,楷,七,480,0,160,160,,data/50k/std/000044.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3339.png,000044
data/50k/imgs/000045.png,王羲之,行,七,601,3,160,21238,,data/50k/std/000045.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3426.png,000045
data/50k/imgs/000046.png,王羲之,行,七,601,3,160,21238,,data/50k/std/000046.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3428.png,000046
data/50k/imgs/000047.png,王羲之,行,七,601,3,160,21238,,data/50k/std/000047.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3429.png,000047
data/50k/imgs/000048.png,王羲之,行,七,601,3,160,21238,,data/50k/std/000048.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235598.png,000048
data/50k/imgs/000049.png,孙过庭,行,七,235,3,160,21238,,data/50k/std/000049.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3419.png,000049
data/50k/imgs/000050.png,黄庭坚,行,七,992,3,160,21238,,data/50k/std/000050.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3424.png,000050
data/50k/imgs/000051.png,黄庭坚,楷,七,992,0,160,160,,data/50k/std/000051.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235558.png,000051
data/50k/imgs/000052.png,王羲之,行,万,601,3,161,21239,,data/50k/std/000052.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3495.png,000052
data/50k/imgs/000053.png,李邕,楷,万,424,0,161,161,,data/50k/std/000053.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3485.png,000053
data/50k/imgs/000054.png,柳公权,楷,万,461,0,161,161,,data/50k/std/000054.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3486.png,000054
data/50k/imgs/000055.png,欧阳通,楷,万,480,0,161,161,,data/50k/std/000055.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3487.png,000055
data/50k/imgs/000056.png,褚遂良,楷,万,760,0,161,161,,data/50k/std/000056.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3488.png,000056
data/50k/imgs/000057.png,褚遂良,楷,万,760,0,161,161,,data/50k/std/000057.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3489.png,000057
data/50k/imgs/000058.png,褚遂良,楷,万,760,0,161,161,,data/50k/std/000058.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235622.png,000058
data/50k/imgs/000059.png,苏轼,楷,万,703,0,161,161,,data/50k/std/000059.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3490.png,000059
data/50k/imgs/000060.png,苏轼,行,万,703,3,161,21239,,data/50k/std/000060.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3494.png,000060
data/50k/imgs/000061.png,苏轼,行,万,703,3,161,21239,,data/50k/std/000061.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235624.png,000061
data/50k/imgs/000062.png,黄庭坚,行,丈,992,3,162,21240,,data/50k/std/000062.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3567.png,000062
data/50k/imgs/000063.png,李邕,楷,丈,424,0,162,162,,data/50k/std/000063.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3526.png,000063
data/50k/imgs/000064.png,欧阳询,楷,丈,479,0,162,162,,data/50k/std/000064.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3527.png,000064
data/50k/imgs/000065.png,虞世南,楷,丈,746,0,162,162,,data/50k/std/000065.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3528.png,000065
data/50k/imgs/000066.png,米芾,楷,丈,672,0,162,162,,data/50k/std/000066.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3529.png,000066
data/50k/imgs/000067.png,沈尹默,行,丈,517,3,162,21240,,data/50k/std/000067.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3569.png,000067
data/50k/imgs/000068.png,柳公权,楷,三,461,0,163,163,,data/50k/std/000068.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3592.png,000068
data/50k/imgs/000069.png,欧阳询,楷,三,479,0,163,163,,data/50k/std/000069.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3593.png,000069
data/50k/imgs/000070.png,欧阳询,楷,三,479,0,163,163,,data/50k/std/000070.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3594.png,000070
data/50k/imgs/000071.png,欧阳通,楷,三,480,0,163,163,,data/50k/std/000071.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3595.png,000071
data/50k/imgs/000072.png,褚遂良,楷,三,760,0,163,163,,data/50k/std/000072.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3596.png,000072
data/50k/imgs/000073.png,褚遂良,行,三,760,3,163,21241,,data/50k/std/000073.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3758.png,000073
data/50k/imgs/000074.png,颜真卿,楷,三,956,0,163,163,,data/50k/std/000074.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3597.png,000074
data/50k/imgs/000075.png,颜真卿,楷,三,956,0,163,163,,data/50k/std/000075.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235674.png,000075
data/50k/imgs/000076.png,赵之谦,楷,三,795,0,163,163,,data/50k/std/000076.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3598.png,000076
data/50k/imgs/000077.png,赵之谦,隶,三,795,4,163,28267,,data/50k/std/000077.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3803.png,000077
data/50k/imgs/000078.png,王羲之,行,三,601,3,163,21241,,data/50k/std/000078.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3765.png,000078
data/50k/imgs/000079.png,王羲之,行,三,601,3,163,21241,,data/50k/std/000079.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235740.png,000079
data/50k/imgs/000080.png,鲜于枢,行,三,983,3,163,21241,,data/50k/std/000080.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3752.png,000080
data/50k/imgs/000081.png,鲜于枢,行,三,983,3,163,21241,,data/50k/std/000081.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235734.png,000081
data/50k/imgs/000082.png,李邕,行,三,424,3,163,21241,,data/50k/std/000082.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3756.png,000082
data/50k/imgs/000083.png,李邕,行,三,424,3,163,21241,,data/50k/std/000083.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3757.png,000083
data/50k/imgs/000084.png,米芾,行,三,672,3,163,21241,,data/50k/std/000084.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3760.png,000084
data/50k/imgs/000085.png,黄庭坚,行,三,992,3,163,21241,,data/50k/std/000085.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3762.png,000085
data/50k/imgs/000086.png,文徵明,行,三,365,3,163,21241,,data/50k/std/000086.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3763.png,000086
data/50k/imgs/000087.png,何绍基,隶,三,53,4,163,28267,,data/50k/std/000087.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3802.png,000087
data/50k/imgs/000088.png,金农,隶,三,855,4,163,28267,,data/50k/std/000088.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3805.png,000088
data/50k/imgs/000089.png,邓石如,隶,上,828,4,164,28268,,data/50k/std/000089.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4052.png,000089
data/50k/imgs/000090.png,张旭,楷,上,308,0,164,164,,data/50k/std/000090.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3833.png,000090
data/50k/imgs/000091.png,张旭,行,上,308,3,164,21242,,data/50k/std/000091.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3963.png,000091
data/50k/imgs/000092.png,柳公权,楷,上,461,0,164,164,,data/50k/std/000092.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3834.png,000092
data/50k/imgs/000093.png,欧阳询,楷,上,479,0,164,164,,data/50k/std/000093.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3835.png,000093
data/50k/imgs/000094.png,欧阳询,行,上,479,3,164,21242,,data/50k/std/000094.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3967.png,000094
data/50k/imgs/000095.png,虞世南,楷,上,746,0,164,164,,data/50k/std/000095.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3836.png,000095
data/50k/imgs/000096.png,褚遂良,楷,上,760,0,164,164,,data/50k/std/000096.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3837.png,000096
data/50k/imgs/000097.png,褚遂良,楷,上,760,0,164,164,,data/50k/std/000097.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235768.png,000097
data/50k/imgs/000098.png,褚遂良,楷,上,760,0,164,164,,data/50k/std/000098.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235769.png,000098
data/50k/imgs/000099.png,颜真卿,楷,上,956,0,164,164,,data/50k/std/000099.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3838.png,000099
data/50k/imgs/000100.png,颜真卿,楷,上,956,0,164,164,,data/50k/std/000100.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235770.png,000100
data/50k/imgs/000101.png,颜真卿,行,上,956,3,164,21242,,data/50k/std/000101.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235828.png,000101
data/50k/imgs/000102.png,苏轼,楷,上,703,0,164,164,,data/50k/std/000102.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3839.png,000102
data/50k/imgs/000103.png,赵佶,楷,上,797,0,164,164,,data/50k/std/000103.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3840.png,000103
data/50k/imgs/000104.png,智永,楷,上,377,0,164,164,,data/50k/std/000104.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3841.png,000104
data/50k/imgs/000105.png,智永,行,上,377,3,164,21242,,data/50k/std/000105.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3985.png,000105
data/50k/imgs/000106.png,米芾,行,上,672,3,164,21242,,data/50k/std/000106.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3974.png,000106
data/50k/imgs/000107.png,黄庭坚,行,上,992,3,164,21242,,data/50k/std/000107.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3978.png,000107
data/50k/imgs/000108.png,王献之,行,上,591,3,164,21242,,data/50k/std/000108.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235831.png,000108
data/50k/imgs/000109.png,王羲之,行,上,601,3,164,21242,,data/50k/std/000109.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235832.png,000109
data/50k/imgs/000110.png,何绍基,行,上,53,3,164,21242,,data/50k/std/000110.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/3982.png,000110
data/50k/imgs/000111.png,何绍基,隶,上,53,4,164,28268,,data/50k/std/000111.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4045.png,000111
data/50k/imgs/000112.png,金农,隶,上,855,4,164,28268,,data/50k/std/000112.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4053.png,000112
data/50k/imgs/000113.png,金农,隶,上,855,4,164,28268,,data/50k/std/000113.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4054.png,000113
data/50k/imgs/000114.png,金农,隶,上,855,4,164,28268,,data/50k/std/000114.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235867.png,000114
data/50k/imgs/000115.png,邓石如,隶,下,828,4,165,28269,,data/50k/std/000115.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4274.png,000115
data/50k/imgs/000116.png,张旭,楷,下,308,0,165,165,,data/50k/std/000116.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4082.png,000116
data/50k/imgs/000117.png,柳公权,楷,下,461,0,165,165,,data/50k/std/000117.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4083.png,000117
data/50k/imgs/000118.png,褚遂良,楷,下,760,0,165,165,,data/50k/std/000118.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4084.png,000118
data/50k/imgs/000119.png,褚遂良,楷,下,760,0,165,165,,data/50k/std/000119.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4085.png,000119
data/50k/imgs/000120.png,米芾,行,下,672,3,165,21243,,data/50k/std/000120.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4223.png,000120
data/50k/imgs/000121.png,蔡襄,行,下,736,3,165,21243,,data/50k/std/000121.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4227.png,000121
data/50k/imgs/000122.png,黄庭坚,行,下,992,3,165,21243,,data/50k/std/000122.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4228.png,000122
data/50k/imgs/000123.png,黄庭坚,行,下,992,3,165,21243,,data/50k/std/000123.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4229.png,000123
data/50k/imgs/000124.png,黄庭坚,行,下,992,3,165,21243,,data/50k/std/000124.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235940.png,000124
data/50k/imgs/000125.png,文徵明,行,下,365,3,165,21243,,data/50k/std/000125.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4230.png,000125
data/50k/imgs/000126.png,王羲之,行,下,601,3,165,21243,,data/50k/std/000126.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4232.png,000126
data/50k/imgs/000127.png,王羲之,行,下,601,3,165,21243,,data/50k/std/000127.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4233.png,000127
data/50k/imgs/000128.png,王羲之,行,下,601,3,165,21243,,data/50k/std/000128.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4234.png,000128
data/50k/imgs/000129.png,王羲之,行,下,601,3,165,21243,,data/50k/std/000129.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4235.png,000129
data/50k/imgs/000130.png,王羲之,行,下,601,3,165,21243,,data/50k/std/000130.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235944.png,000130
data/50k/imgs/000131.png,李邕,行,下,424,3,165,21243,,data/50k/std/000131.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4218.png,000131
data/50k/imgs/000132.png,李邕,行,下,424,3,165,21243,,data/50k/std/000132.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/235937.png,000132
data/50k/imgs/000133.png,苏轼,行,下,703,3,165,21243,,data/50k/std/000133.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4225.png,000133
data/50k/imgs/000135.png,褚遂良,楷,不,760,0,167,167,,data/50k/std/000135.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4447.png,000135
data/50k/imgs/000136.png,褚遂良,楷,不,760,0,167,167,,data/50k/std/000136.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4448.png,000136
data/50k/imgs/000137.png,颜真卿,楷,不,956,0,167,167,,data/50k/std/000137.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4449.png,000137
data/50k/imgs/000138.png,颜真卿,行,不,956,3,167,21245,,data/50k/std/000138.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/236254.png,000138
data/50k/imgs/000139.png,苏轼,楷,不,703,0,167,167,,data/50k/std/000139.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4450.png,000139
data/50k/imgs/000140.png,文徵明,行,不,365,3,167,21245,,data/50k/std/000140.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4980.png,000140
data/50k/imgs/000141.png,文徵明,隶,不,365,4,167,28271,,data/50k/std/000141.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/5070.png,000141
data/50k/imgs/000142.png,王献之,行,不,591,3,167,21245,,data/50k/std/000142.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4984.png,000142
data/50k/imgs/000143.png,王羲之,行,不,601,3,167,21245,,data/50k/std/000143.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4986.png,000143
data/50k/imgs/000144.png,王羲之,行,不,601,3,167,21245,,data/50k/std/000144.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4988.png,000144
data/50k/imgs/000145.png,王羲之,行,不,601,3,167,21245,,data/50k/std/000145.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4989.png,000145
data/50k/imgs/000146.png,王羲之,行,不,601,3,167,21245,,data/50k/std/000146.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4990.png,000146
data/50k/imgs/000147.png,王羲之,行,不,601,3,167,21245,,data/50k/std/000147.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4991.png,000147
data/50k/imgs/000148.png,王羲之,行,不,601,3,167,21245,,data/50k/std/000148.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4992.png,000148
data/50k/imgs/000149.png,王羲之,行,不,601,3,167,21245,,data/50k/std/000149.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4993.png,000149
data/50k/imgs/000150.png,王羲之,行,不,601,3,167,21245,,data/50k/std/000150.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4994.png,000150
data/50k/imgs/000151.png,王羲之,行,不,601,3,167,21245,,data/50k/std/000151.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/236261.png,000151
data/50k/imgs/000152.png,王羲之,行,不,601,3,167,21245,,data/50k/std/000152.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/236262.png,000152
data/50k/imgs/000153.png,李邕,行,不,424,3,167,21245,,data/50k/std/000153.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4966.png,000153
data/50k/imgs/000154.png,李邕,行,不,424,3,167,21245,,data/50k/std/000154.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/236252.png,000154
data/50k/imgs/000155.png,李邕,行,不,424,3,167,21245,,data/50k/std/000155.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/236253.png,000155
data/50k/imgs/000156.png,柳公权,行,不,461,3,167,21245,,data/50k/std/000156.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4967.png,000156
data/50k/imgs/000157.png,柳公权,楷,不,461,0,167,167,,data/50k/std/000157.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/236034.png,000157
data/50k/imgs/000158.png,欧阳询,行,不,479,3,167,21245,,data/50k/std/000158.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4968.png,000158
data/50k/imgs/000159.png,米芾,行,不,672,3,167,21245,,data/50k/std/000159.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4976.png,000159
data/50k/imgs/000160.png,米芾,行,不,672,3,167,21245,,data/50k/std/000160.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/236256.png,000160
data/50k/imgs/000161.png,米芾,行,不,672,3,167,21245,,data/50k/std/000161.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/236257.png,000161
data/50k/imgs/000162.png,董其昌,行,不,721,3,167,21245,,data/50k/std/000162.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4982.png,000162
data/50k/imgs/000163.png,何绍基,行,不,53,3,167,21245,,data/50k/std/000163.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/4996.png,000163
data/50k/imgs/000164.png,何绍基,行,不,53,3,167,21245,,data/50k/std/000164.png,final_imgs_fame_v8,data/fame-kxl-tj-px60/imgs/236264.png,000164
