image_path,calligrapher,script,character,calligrapher_id,script_id,character_id,glyph_id,aug,std_path,source
data/fame-kxl-tj-px60/imgs/3084.png,王羲之,行,一,601,3,157,21235,,data/fame-kxl-tj-px60/std/3084.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3086.png,王羲之,行,一,601,3,157,21235,,data/fame-kxl-tj-px60/std/3086.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3087.png,王羲之,行,一,601,3,157,21235,,data/fame-kxl-tj-px60/std/3087.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3088.png,王羲之,行,一,601,3,157,21235,,data/fame-kxl-tj-px60/std/3088.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235458.png,王羲之,行,一,601,3,157,21235,,data/fame-kxl-tj-px60/std/235458.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3074.png,米芾,行,一,672,3,157,21235,,data/fame-kxl-tj-px60/std/3074.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3075.png,米芾,行,一,672,3,157,21235,,data/fame-kxl-tj-px60/std/3075.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3107.png,米芾,隶,一,672,4,157,28261,,data/fame-kxl-tj-px60/std/3107.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235455.png,米芾,行,一,672,3,157,21235,,data/fame-kxl-tj-px60/std/235455.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3077.png,苏轼,行,一,703,3,157,21235,,data/fame-kxl-tj-px60/std/3077.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3083.png,文徵明,行,一,365,3,157,21235,,data/fame-kxl-tj-px60/std/3083.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3123.png,赵之谦,隶,一,795,4,157,28261,,data/fame-kxl-tj-px60/std/3123.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3126.png,金农,隶,一,855,4,157,28261,,data/fame-kxl-tj-px60/std/3126.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3229.png,孙过庭,行,丁,235,3,158,21236,,data/fame-kxl-tj-px60/std/3229.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3230.png,孙过庭,行,丁,235,3,158,21236,,data/fame-kxl-tj-px60/std/3230.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3231.png,王铎,行,丁,612,3,158,21236,,data/fame-kxl-tj-px60/std/3231.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3232.png,郑板桥,行,丁,842,3,158,21236,,data/fame-kxl-tj-px60/std/3232.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3233.png,智永,行,丁,377,3,158,21236,,data/fame-kxl-tj-px60/std/3233.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235519.png,智永,行,丁,377,3,158,21236,,data/fame-kxl-tj-px60/std/235519.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3458.png,赵之谦,隶,七,795,4,160,28264,,data/fame-kxl-tj-px60/std/3458.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3459.png,金农,隶,七,855,4,160,28264,,data/fame-kxl-tj-px60/std/3459.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3336.png,张旭,楷,七,308,0,160,160,,data/fame-kxl-tj-px60/std/3336.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3337.png,柳公权,楷,七,461,0,160,160,,data/fame-kxl-tj-px60/std/3337.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3338.png,欧阳询,楷,七,479,0,160,160,,data/fame-kxl-tj-px60/std/3338.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3339.png,欧阳通,楷,七,480,0,160,160,,data/fame-kxl-tj-px60/std/3339.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3426.png,王羲之,行,七,601,3,160,21238,,data/fame-kxl-tj-px60/std/3426.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3428.png,王羲之,行,七,601,3,160,21238,,data/fame-kxl-tj-px60/std/3428.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3429.png,王羲之,行,七,601,3,160,21238,,data/fame-kxl-tj-px60/std/3429.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235598.png,王羲之,行,七,601,3,160,21238,,data/fame-kxl-tj-px60/std/235598.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3419.png,孙过庭,行,七,235,3,160,21238,,data/fame-kxl-tj-px60/std/3419.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3424.png,黄庭坚,行,七,992,3,160,21238,,data/fame-kxl-tj-px60/std/3424.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235558.png,黄庭坚,楷,七,992,0,160,160,,data/fame-kxl-tj-px60/std/235558.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3495.png,王羲之,行,万,601,3,161,21239,,data/fame-kxl-tj-px60/std/3495.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3485.png,李邕,楷,万,424,0,161,161,,data/fame-kxl-tj-px60/std/3485.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3486.png,柳公权,楷,万,461,0,161,161,,data/fame-kxl-tj-px60/std/3486.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3487.png,欧阳通,楷,万,480,0,161,161,,data/fame-kxl-tj-px60/std/3487.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3488.png,褚遂良,楷,万,760,0,161,161,,data/fame-kxl-tj-px60/std/3488.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3489.png,褚遂良,楷,万,760,0,161,161,,data/fame-kxl-tj-px60/std/3489.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235622.png,褚遂良,楷,万,760,0,161,161,,data/fame-kxl-tj-px60/std/235622.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3490.png,苏轼,楷,万,703,0,161,161,,data/fame-kxl-tj-px60/std/3490.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3494.png,苏轼,行,万,703,3,161,21239,,data/fame-kxl-tj-px60/std/3494.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235624.png,苏轼,行,万,703,3,161,21239,,data/fame-kxl-tj-px60/std/235624.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3567.png,黄庭坚,行,丈,992,3,162,21240,,data/fame-kxl-tj-px60/std/3567.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3526.png,李邕,楷,丈,424,0,162,162,,data/fame-kxl-tj-px60/std/3526.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3527.png,欧阳询,楷,丈,479,0,162,162,,data/fame-kxl-tj-px60/std/3527.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3528.png,虞世南,楷,丈,746,0,162,162,,data/fame-kxl-tj-px60/std/3528.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3529.png,米芾,楷,丈,672,0,162,162,,data/fame-kxl-tj-px60/std/3529.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3569.png,沈尹默,行,丈,517,3,162,21240,,data/fame-kxl-tj-px60/std/3569.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3592.png,柳公权,楷,三,461,0,163,163,,data/fame-kxl-tj-px60/std/3592.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3593.png,欧阳询,楷,三,479,0,163,163,,data/fame-kxl-tj-px60/std/3593.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3594.png,欧阳询,楷,三,479,0,163,163,,data/fame-kxl-tj-px60/std/3594.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3595.png,欧阳通,楷,三,480,0,163,163,,data/fame-kxl-tj-px60/std/3595.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3596.png,褚遂良,楷,三,760,0,163,163,,data/fame-kxl-tj-px60/std/3596.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3758.png,褚遂良,行,三,760,3,163,21241,,data/fame-kxl-tj-px60/std/3758.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3597.png,颜真卿,楷,三,956,0,163,163,,data/fame-kxl-tj-px60/std/3597.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235674.png,颜真卿,楷,三,956,0,163,163,,data/fame-kxl-tj-px60/std/235674.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3598.png,赵之谦,楷,三,795,0,163,163,,data/fame-kxl-tj-px60/std/3598.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3803.png,赵之谦,隶,三,795,4,163,28267,,data/fame-kxl-tj-px60/std/3803.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3765.png,王羲之,行,三,601,3,163,21241,,data/fame-kxl-tj-px60/std/3765.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235740.png,王羲之,行,三,601,3,163,21241,,data/fame-kxl-tj-px60/std/235740.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3752.png,鲜于枢,行,三,983,3,163,21241,,data/fame-kxl-tj-px60/std/3752.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235734.png,鲜于枢,行,三,983,3,163,21241,,data/fame-kxl-tj-px60/std/235734.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3756.png,李邕,行,三,424,3,163,21241,,data/fame-kxl-tj-px60/std/3756.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3757.png,李邕,行,三,424,3,163,21241,,data/fame-kxl-tj-px60/std/3757.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3760.png,米芾,行,三,672,3,163,21241,,data/fame-kxl-tj-px60/std/3760.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3762.png,黄庭坚,行,三,992,3,163,21241,,data/fame-kxl-tj-px60/std/3762.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3763.png,文徵明,行,三,365,3,163,21241,,data/fame-kxl-tj-px60/std/3763.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3802.png,何绍基,隶,三,53,4,163,28267,,data/fame-kxl-tj-px60/std/3802.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3805.png,金农,隶,三,855,4,163,28267,,data/fame-kxl-tj-px60/std/3805.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4052.png,邓石如,隶,上,828,4,164,28268,,data/fame-kxl-tj-px60/std/4052.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3833.png,张旭,楷,上,308,0,164,164,,data/fame-kxl-tj-px60/std/3833.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3963.png,张旭,行,上,308,3,164,21242,,data/fame-kxl-tj-px60/std/3963.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3834.png,柳公权,楷,上,461,0,164,164,,data/fame-kxl-tj-px60/std/3834.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3835.png,欧阳询,楷,上,479,0,164,164,,data/fame-kxl-tj-px60/std/3835.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3967.png,欧阳询,行,上,479,3,164,21242,,data/fame-kxl-tj-px60/std/3967.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3836.png,虞世南,楷,上,746,0,164,164,,data/fame-kxl-tj-px60/std/3836.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3837.png,褚遂良,楷,上,760,0,164,164,,data/fame-kxl-tj-px60/std/3837.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235768.png,褚遂良,楷,上,760,0,164,164,,data/fame-kxl-tj-px60/std/235768.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235769.png,褚遂良,楷,上,760,0,164,164,,data/fame-kxl-tj-px60/std/235769.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3838.png,颜真卿,楷,上,956,0,164,164,,data/fame-kxl-tj-px60/std/3838.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235770.png,颜真卿,楷,上,956,0,164,164,,data/fame-kxl-tj-px60/std/235770.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235828.png,颜真卿,行,上,956,3,164,21242,,data/fame-kxl-tj-px60/std/235828.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3839.png,苏轼,楷,上,703,0,164,164,,data/fame-kxl-tj-px60/std/3839.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3840.png,赵佶,楷,上,797,0,164,164,,data/fame-kxl-tj-px60/std/3840.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3841.png,智永,楷,上,377,0,164,164,,data/fame-kxl-tj-px60/std/3841.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3985.png,智永,行,上,377,3,164,21242,,data/fame-kxl-tj-px60/std/3985.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3974.png,米芾,行,上,672,3,164,21242,,data/fame-kxl-tj-px60/std/3974.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3978.png,黄庭坚,行,上,992,3,164,21242,,data/fame-kxl-tj-px60/std/3978.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235831.png,王献之,行,上,591,3,164,21242,,data/fame-kxl-tj-px60/std/235831.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235832.png,王羲之,行,上,601,3,164,21242,,data/fame-kxl-tj-px60/std/235832.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/3982.png,何绍基,行,上,53,3,164,21242,,data/fame-kxl-tj-px60/std/3982.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4045.png,何绍基,隶,上,53,4,164,28268,,data/fame-kxl-tj-px60/std/4045.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4053.png,金农,隶,上,855,4,164,28268,,data/fame-kxl-tj-px60/std/4053.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4054.png,金农,隶,上,855,4,164,28268,,data/fame-kxl-tj-px60/std/4054.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235867.png,金农,隶,上,855,4,164,28268,,data/fame-kxl-tj-px60/std/235867.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4274.png,邓石如,隶,下,828,4,165,28269,,data/fame-kxl-tj-px60/std/4274.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4082.png,张旭,楷,下,308,0,165,165,,data/fame-kxl-tj-px60/std/4082.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4083.png,柳公权,楷,下,461,0,165,165,,data/fame-kxl-tj-px60/std/4083.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4084.png,褚遂良,楷,下,760,0,165,165,,data/fame-kxl-tj-px60/std/4084.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4085.png,褚遂良,楷,下,760,0,165,165,,data/fame-kxl-tj-px60/std/4085.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4223.png,米芾,行,下,672,3,165,21243,,data/fame-kxl-tj-px60/std/4223.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4227.png,蔡襄,行,下,736,3,165,21243,,data/fame-kxl-tj-px60/std/4227.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4228.png,黄庭坚,行,下,992,3,165,21243,,data/fame-kxl-tj-px60/std/4228.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4229.png,黄庭坚,行,下,992,3,165,21243,,data/fame-kxl-tj-px60/std/4229.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235940.png,黄庭坚,行,下,992,3,165,21243,,data/fame-kxl-tj-px60/std/235940.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4230.png,文徵明,行,下,365,3,165,21243,,data/fame-kxl-tj-px60/std/4230.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4232.png,王羲之,行,下,601,3,165,21243,,data/fame-kxl-tj-px60/std/4232.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4233.png,王羲之,行,下,601,3,165,21243,,data/fame-kxl-tj-px60/std/4233.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4234.png,王羲之,行,下,601,3,165,21243,,data/fame-kxl-tj-px60/std/4234.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4235.png,王羲之,行,下,601,3,165,21243,,data/fame-kxl-tj-px60/std/4235.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235944.png,王羲之,行,下,601,3,165,21243,,data/fame-kxl-tj-px60/std/235944.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4218.png,李邕,行,下,424,3,165,21243,,data/fame-kxl-tj-px60/std/4218.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/235937.png,李邕,行,下,424,3,165,21243,,data/fame-kxl-tj-px60/std/235937.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4225.png,苏轼,行,下,703,3,165,21243,,data/fame-kxl-tj-px60/std/4225.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4270.png,伊秉绶,隶,下,49,4,165,28269,,data/fame-kxl-tj-px60/std/4270.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4447.png,褚遂良,楷,不,760,0,167,167,,data/fame-kxl-tj-px60/std/4447.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4448.png,褚遂良,楷,不,760,0,167,167,,data/fame-kxl-tj-px60/std/4448.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4449.png,颜真卿,楷,不,956,0,167,167,,data/fame-kxl-tj-px60/std/4449.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/236254.png,颜真卿,行,不,956,3,167,21245,,data/fame-kxl-tj-px60/std/236254.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4450.png,苏轼,楷,不,703,0,167,167,,data/fame-kxl-tj-px60/std/4450.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4980.png,文徵明,行,不,365,3,167,21245,,data/fame-kxl-tj-px60/std/4980.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5070.png,文徵明,隶,不,365,4,167,28271,,data/fame-kxl-tj-px60/std/5070.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4984.png,王献之,行,不,591,3,167,21245,,data/fame-kxl-tj-px60/std/4984.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4986.png,王羲之,行,不,601,3,167,21245,,data/fame-kxl-tj-px60/std/4986.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4988.png,王羲之,行,不,601,3,167,21245,,data/fame-kxl-tj-px60/std/4988.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4989.png,王羲之,行,不,601,3,167,21245,,data/fame-kxl-tj-px60/std/4989.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4990.png,王羲之,行,不,601,3,167,21245,,data/fame-kxl-tj-px60/std/4990.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4991.png,王羲之,行,不,601,3,167,21245,,data/fame-kxl-tj-px60/std/4991.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4992.png,王羲之,行,不,601,3,167,21245,,data/fame-kxl-tj-px60/std/4992.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4993.png,王羲之,行,不,601,3,167,21245,,data/fame-kxl-tj-px60/std/4993.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4994.png,王羲之,行,不,601,3,167,21245,,data/fame-kxl-tj-px60/std/4994.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/236261.png,王羲之,行,不,601,3,167,21245,,data/fame-kxl-tj-px60/std/236261.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/236262.png,王羲之,行,不,601,3,167,21245,,data/fame-kxl-tj-px60/std/236262.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4966.png,李邕,行,不,424,3,167,21245,,data/fame-kxl-tj-px60/std/4966.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/236252.png,李邕,行,不,424,3,167,21245,,data/fame-kxl-tj-px60/std/236252.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/236253.png,李邕,行,不,424,3,167,21245,,data/fame-kxl-tj-px60/std/236253.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4967.png,柳公权,行,不,461,3,167,21245,,data/fame-kxl-tj-px60/std/4967.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/236034.png,柳公权,楷,不,461,0,167,167,,data/fame-kxl-tj-px60/std/236034.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4968.png,欧阳询,行,不,479,3,167,21245,,data/fame-kxl-tj-px60/std/4968.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4976.png,米芾,行,不,672,3,167,21245,,data/fame-kxl-tj-px60/std/4976.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/236256.png,米芾,行,不,672,3,167,21245,,data/fame-kxl-tj-px60/std/236256.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/236257.png,米芾,行,不,672,3,167,21245,,data/fame-kxl-tj-px60/std/236257.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4982.png,董其昌,行,不,721,3,167,21245,,data/fame-kxl-tj-px60/std/4982.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/4996.png,何绍基,行,不,53,3,167,21245,,data/fame-kxl-tj-px60/std/4996.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/236264.png,何绍基,行,不,53,3,167,21245,,data/fame-kxl-tj-px60/std/236264.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5096.png,伊秉绶,隶,不,49,4,167,28271,,data/fame-kxl-tj-px60/std/5096.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5103.png,金农,隶,不,855,4,167,28271,,data/fame-kxl-tj-px60/std/5103.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5105.png,黄易,隶,不,994,4,167,28271,,data/fame-kxl-tj-px60/std/5105.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5159.png,苏轼,行,与,703,3,168,21246,,data/fame-kxl-tj-px60/std/5159.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/236340.png,苏轼,行,与,703,3,168,21246,,data/fame-kxl-tj-px60/std/236340.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/236341.png,苏轼,行,与,703,3,168,21246,,data/fame-kxl-tj-px60/std/236341.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5170.png,金农,隶,与,855,4,168,28272,,data/fame-kxl-tj-px60/std/5170.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5171.png,金农,隶,与,855,4,168,28272,,data/fame-kxl-tj-px60/std/5171.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5158.png,米芾,行,与,672,3,168,21246,,data/fame-kxl-tj-px60/std/5158.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5387.png,邓石如,隶,丑,828,4,171,28275,,data/fame-kxl-tj-px60/std/5387.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5268.png,褚遂良,楷,丑,760,0,171,171,,data/fame-kxl-tj-px60/std/5268.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5269.png,颜真卿,楷,丑,956,0,171,171,,data/fame-kxl-tj-px60/std/5269.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5270.png,赵之谦,楷,丑,795,0,171,171,,data/fame-kxl-tj-px60/std/5270.png,final_imgs_fame_v8
data/fame-kxl-tj-px60/imgs/5365.png,文徵明,行,丑,365,3,171,21249,,data/fame-kxl-tj-px60/std/5365.png,final_imgs_fame_v8
