base_ssim,best_mse,best_ssim,best_step,cfg,config_json,data,delta_ssim,diffusion,fails,lpips,model,mse,mse_median,mse_x4,n,per_script,protocol,run,series,skel_iou,source,ssim,ssim_mean,ssim_median,ssim_楷,ssim_行,ssim_隶,step
,,,,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""assets/train_top6.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""32"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""275000"", ""cfg_eval_csv"": ""assets/eval100_top6.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train_top6.csv,,,,,DiT-2Cond-S/2,,,,,,,20260821-211823-s8-structv2-b32sub8,s8_structv2_b32sub8,,all_experiments_20260903,,,,,,,
,0.5528,0.641,200000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""assets/train_top6.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""8"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""275000"", ""cfg_eval_csv"": ""assets/eval100_top6.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train_top6.csv,,,,,DiT-2Cond-S/2,,,,,,,20260821-212149-s8-structv2-b8all,s8_structv2_b8all,,all_experiments_20260903,,,,,,,
,0.622,0.6102,205000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""assets/train_top6.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""32"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""260000"", ""cfg_eval_csv"": ""assets/eval100_top6.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train_top6.csv,,,,,DiT-2Cond-S/2,,,,,,,20260821-232920-s9-skelonly,s9_skelonly,,all_experiments_20260903,,,,,,,
,1.699,0.2708,2000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""224"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-S/2,,,,,,,20260815-193523-v3a-2factor-glyph-composable,v3a,,all_experiments_20260903,,,,,,,
,1.8293,0.1284,5000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""8"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-S/2,,,,,,,20260815-195729-v3a-2factor-glyph-canny-skel,v3a,,all_experiments_20260903,,,,,,,
,,,,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""8"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-S/2,,,,,,,20260815-205533-v3a-2factor-glyph-canny-skel,v3a,,all_experiments_20260903,,,,,,,
,1.6107,0.1565,5000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""12"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-S/2,,,,,,,20260815-213305-v3a-2factor-glyph-canny-skel,v3a,,all_experiments_20260903,,,,,,,
,2.0707,0.1048,1000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""12"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-S/2,,,,,,,20260815-225356-v3a-2factor-glyph-canny-skel,v3a,,all_experiments_20260903,,,,,,,
,1.0807,0.3946,35000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""12"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-S/2,,,,,,,20260816-002421-v3a-2factor-glyph-canny-skel,v3a,,all_experiments_20260903,,,,,,,
,2.9445,0.0349,1000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""4"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-XL/2,,,,,,,20260815-232600-v3a-2factor-glyph-XL-lora-cs,v3a_xl,,all_experiments_20260903,,,,,,,
,4.4435,0.015,1000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""4"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""35000"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-XL/2,,,,,,,20260816-101955-v3a-2factor-glyph-XL-highdim-LoRA-cs,v3a_xl_highdim,,all_experiments_20260903,,,,,,,
,1.6758,0.1997,3000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""4"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""35000"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-XL/2,,,,,,,20260816-103708-v3a-2factor-glyph-XL-highdim-LoRA-cs,v3a_xl_highdim,,all_experiments_20260903,,,,,,,
,1.5214,0.1758,5000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""4"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""35000"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-XL/2,,,,,,,20260816-114452-v3a-2factor-glyph-XL-highdim-LoRA-cs,v3a_xl_highdim,,all_experiments_20260903,,,,,,,
,2.005,0.1261,1000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-XL/2,,,,,,,20260816-132613-v3a-XL-skelhead-guide,v3a_xl_skelhead,,all_experiments_20260903,,,,,,,
,1.1843,0.4045,15000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""assets/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""assets/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",assets/train.csv,,,,,DiT-2Cond-XL/2,,,,,,,20260816-133413-v3a-XL-skelhead-guide,v3a_xl_skelhead,,all_experiments_20260903,,,,,,,
,,,,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""kailishu_train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""kailishu_eval.csv"", ""cfg_eval_cfg"": ""4.0""}",kailishu_train.csv,,,,,DiT-2Cond-XL/2,,,,,,,20260816-145812-v3b-XL-glyphcond-kailishu,v3b_xl_glyphcond,,all_experiments_20260903,,,,,,,
,0.9922,0.4888,30000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""kailishu_train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""kailishu_eval.csv"", ""cfg_eval_cfg"": ""4.0""}",kailishu_train.csv,,,,,DiT-2Cond-XL/2,,,,,,,20260816-150221-v3b-XL-glyphcond-kailishu,v3b_xl_glyphcond,,all_experiments_20260903,,,,,,,
,,,,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""kailishu_train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""kailishu_eval.csv"", ""cfg_eval_cfg"": ""4.0""}",kailishu_train.csv,,,,,DiT-2Cond-XL/2,,,,,,,20260816-183348-v3c-XL-glyphcond-midstep-kailishu,v3c_xl_glyphcond_midstep,,all_experiments_20260903,,,,,,,
,,,,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""kailishu_train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""kailishu_eval.csv"", ""cfg_eval_cfg"": ""4.0""}",kailishu_train.csv,,,,,DiT-2Cond-XL/2,,,,,,,20260816-191208-v3c-XL-glyphcond-midstep-kailishu,v3c_xl_glyphcond_midstep,,all_experiments_20260903,,,,,,,
,0.042,0.8523,1000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,,,20260814-160701-DiT-3Cond-S-2,dit_s_pretrain,,all_experiments_20260903,,,,,,,
,0.0286,0.8985,45000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,,,20260814-170506-DiT-3Cond-S-2,exp_s_scratch,,all_experiments_20260903,,,,,,,
,0.0271,0.9014,37000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,,,20260814-184935-DiT-3Cond-XL-2,exp_xl_head,,all_experiments_20260903,,,,,,,
,0.027,0.9027,37000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,,,20260814-231414-DiT-3Cond-XL-2,exp_xl_head_r32,,all_experiments_20260903,,,,,,,
,0.027,0.9024,37000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,,,20260815-032642-DiT-3Cond-XL-2,exp_xl_head_r32_attn,,all_experiments_20260903,,,,,,,
,0.0269,0.9021,37000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,,,20260815-012124-DiT-3Cond-XL-2,exp_xl_head_r64,,all_experiments_20260903,,,,,,,
,0.0269,0.9029,37000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,,,20260814-211629-DiT-3Cond-XL-2,exp_xl_head_r8,,all_experiments_20260903,,,,,,,
,,,,1.7,,,,,,0.3984,,,,0.8554,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s19_midclean_s_flow/20260828-143711-s19-midclean-s-flow,s19-midclean-s-flow,0.0182,eval_unified_20260829,0.516,,,0.5287,0.5041,0.5126,
,,,,4.0,,,,,,0.4008,,,,0.8786,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s19_midclean_s_flow/20260828-143711-s19-midclean-s-flow,s19-midclean-s-flow,0.0181,eval_unified_20260829,0.5087,,,0.5218,0.4968,0.5046,
,,,,1.7,,,,,,0.4978,,,,0.8541,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s18_s_flow_small/20260827-232003-s18-s-flow-small,s18-s-flow-small,0.0175,eval_unified_20260829,0.4336,,,0.4672,0.3939,0.4364,
,,,,4.0,,,,,,0.567,,,,0.907,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s18_s_flow_small/20260827-232003-s18-s-flow-small,s18-s-flow-small,0.0167,eval_unified_20260829,0.3424,,,0.378,0.2713,0.3873,
,,,,1.7,,,,,,0.3989,,,,0.8166,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s17_s_flow/20260827-070924-s17-s-flow,s17-s-flow,0.0214,eval_unified_20260829,0.5204,,,0.5374,0.5015,0.52,
,,,,4.0,,,,,,0.4058,,,,0.8273,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s17_s_flow/20260827-070924-s17-s-flow,s17-s-flow,0.0216,eval_unified_20260829,0.5139,,,0.5296,0.4952,0.5155,
,,,,1.7,,,,,,0.3988,,,,0.7888,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s15_ws_flow/20260826-133102-s15-ws-flow,s15-ws-flow,0.0244,eval_unified_20260829,0.5245,,,0.5406,0.5065,0.5243,
,,,,4.0,,,,,,0.4065,,,,0.7978,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s15_ws_flow/20260826-133102-s15-ws-flow,s15-ws-flow,0.024,eval_unified_20260829,0.5177,,,0.5335,0.4989,0.5194,
,,,,,,,,,12,,,,0.10421574115753174,,500,"{""六体"": 0.8002, ""行"": 0.8004, ""草"": 0.8195, ""篆"": 0.8282, ""楷"": 0.7982, ""隶"": 0.8159}",,ctrl_fame_v2/094156,fame_final_ctrl,,fame_final_eval,,0.7814469573177232,0.804461935448914,,,,
,,,,,,,,,75,,,,0.9101306796073914,,500,"{""六体"": 0.4818, ""行"": 0.5053, ""草"": 0.5059, ""篆"": 0.4688, ""楷"": 0.5031, ""隶"": 0.4804}",,ctrl_fame_v2/094156,fame_final_base,,fame_final_eval,,0.4983704425984397,0.5003022991878163,,,,
0.518162,,,,,,,0.20541,,,0.213017,,0.235365,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.227748,eval_auto_v89,0.723573,,,,,,2500
0.518162,,,,,,,0.212409,,,0.20788,,0.225133,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.242922,eval_auto_v89,0.730571,,,,,,5000
0.518162,,,,,,,0.221093,,,0.201729,,0.211086,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.263194,eval_auto_v89,0.739255,,,,,,7500
0.518162,,,,,,,0.227623,,,0.196902,,0.197526,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.286531,eval_auto_v89,0.745785,,,,,,10000
0.518162,,,,,,,0.23252,,,0.194197,,0.183978,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.305826,eval_auto_v89,0.750682,,,,,,12500
0.518162,,,,,,,0.237106,,,0.191332,,0.172828,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.318877,eval_auto_v89,0.755268,,,,,,15000
0.518162,,,,,,,0.239036,,,0.191206,,0.163043,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.330642,eval_auto_v89,0.757198,,,,,,17500
0.518162,,,,,,,0.241815,,,0.18775,,0.156986,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.336032,eval_auto_v89,0.759977,,,,,,20000
0.518162,,,,,,,0.243119,,,0.187946,,0.152187,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.34103,eval_auto_v89,0.761281,,,,,,22500
0.518162,,,,,,,0.244354,,,0.186876,,0.149443,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.345507,eval_auto_v89,0.762517,,,,,,25000
0.518162,,,,,,,0.245157,,,0.185738,,0.147862,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.347558,eval_auto_v89,0.76332,,,,,,27500
0.518162,,,,,,,0.245668,,,0.184673,,0.146987,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.349755,eval_auto_v89,0.76383,,,,,,30000
0.518162,,,,,,,0.245818,,,0.184343,,0.14654,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.350458,eval_auto_v89,0.76398,,,,,,32500
0.518162,,,,,,,0.24589,,,0.184348,,0.146456,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.351348,eval_auto_v89,0.764052,,,,,,35000
0.518162,,,,,,,0.245772,,,0.185044,,0.146459,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.35027,eval_auto_v89,0.763934,,,,,,37500
0.518162,,,,,,,0.245716,,,0.185232,,0.146706,,,100,,,assets/results/v8_3stage/v8b/20260902-234912-v8b-s31-ctrl,v8b_ctrl_1px,0.348461,eval_auto_v89,0.763878,,,,,,40000
,,,,,,,,,,0.493166,,1.167508,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.010114,eval_auto_v89,0.449474,,,,,,1000
,,,,,,,,,,0.460734,,1.149941,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.010734,eval_auto_v89,0.465631,,,,,,2000
,,,,,,,,,,0.452302,,1.150228,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.010812,eval_auto_v89,0.467768,,,,,,3000
,,,,,,,,,,0.44732,,1.14146,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.010979,eval_auto_v89,0.472721,,,,,,4000
,,,,,,,,,,0.446571,,1.145547,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.010952,eval_auto_v89,0.471687,,,,,,5000
,,,,,,,,,,0.443042,,1.136162,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.011169,eval_auto_v89,0.474193,,,,,,7500
,,,,,,,,,,0.439788,,1.119133,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.011276,eval_auto_v89,0.478976,,,,,,10000
,,,,,,,,,,0.440058,,1.112618,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.011445,eval_auto_v89,0.477931,,,,,,12500
,,,,,,,,,,0.438839,,1.109058,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.011625,eval_auto_v89,0.478839,,,,,,15000
,,,,,,,,,,0.436225,,1.095524,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.01146,eval_auto_v89,0.482456,,,,,,17500
,,,,,,,,,,0.434788,,1.092695,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.011701,eval_auto_v89,0.484203,,,,,,20000
,,,,,,,,,,0.432738,,1.08709,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.011814,eval_auto_v89,0.485742,,,,,,22500
,,,,,,,,,,0.431999,,1.084082,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.011889,eval_auto_v89,0.486565,,,,,,25000
,,,,,,,,,,0.430365,,1.080349,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012087,eval_auto_v89,0.487662,,,,,,27500
,,,,,,,,,,0.428736,,1.07403,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.011983,eval_auto_v89,0.490347,,,,,,30000
,,,,,,,,,,0.426563,,1.06616,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012011,eval_auto_v89,0.492567,,,,,,32500
,,,,,,,,,,0.424825,,1.059654,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.011994,eval_auto_v89,0.494708,,,,,,35000
,,,,,,,,,,0.422663,,1.051501,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012103,eval_auto_v89,0.497641,,,,,,37500
,,,,,,,,,,0.421837,,1.04472,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012347,eval_auto_v89,0.498832,,,,,,40000
,,,,,,,,,,0.420478,,1.040289,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012273,eval_auto_v89,0.500872,,,,,,42500
,,,,,,,,,,0.420615,,1.03754,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012695,eval_auto_v89,0.500858,,,,,,45000
,,,,,,,,,,0.419949,,1.033133,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012742,eval_auto_v89,0.501813,,,,,,47500
,,,,,,,,,,0.418742,,1.029767,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012728,eval_auto_v89,0.502528,,,,,,50000
,,,,,,,,,,0.417994,,1.023839,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012734,eval_auto_v89,0.504087,,,,,,52500
,,,,,,,,,,0.417138,,1.019813,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012809,eval_auto_v89,0.504857,,,,,,55000
,,,,,,,,,,0.416039,,1.016459,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012812,eval_auto_v89,0.505776,,,,,,57500
,,,,,,,,,,0.416166,,1.014274,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012934,eval_auto_v89,0.505884,,,,,,60000
