img_id,verdict,min_margin,glyph_ratio,m_top,m_bottom,m_left,m_right,t,b,l,r
297744,touch,0,0.14900255503144655,129,0,0,19,0,0,48,49
297926,touch,0,0.4398274739583333,0,0,0,0,0,0,0,16
297965,touch,0,0.2806074134199134,0,6,25,14,12,13,0,0
298198,touch,0,0.21317300451807228,75,0,70,0,0,0,45,45
155700,touch,0,0.26713423295454547,66,3,27,0,0,0,18,18
155877,touch,0,0.20258928571428572,142,0,24,25,0,0,40,41
155878,touch,0,0.21050547235023043,3,116,5,0,0,0,19,20
156530,touch,0,0.21104964114832536,128,0,66,65,0,0,23,24
156633,touch,0,0.15870875634517767,134,9,21,0,0,0,29,30
156912,touch,0,0.1665807423857868,148,0,71,11,0,0,29,30
131519,touch,0,0.24504193604752753,184,0,40,0,20,0,32,30
131910,touch,0,0.30566534914361,46,0,0,0,30,19,25,0
133983,touch,0,0.2745974344978166,3,28,0,0,0,0,13,14
134338,touch,0,0.1947969543147208,0,4,5,150,29,30,0,0
135286,touch,0,0.1844677511415525,34,27,0,141,0,0,18,19
293259,touch,0,0.43333441390041494,0,163,42,0,0,0,0,15
143568,touch,0,0.40497737556561086,0,128,0,0,0,0,18,17
143618,touch,0,0.23214824879227053,14,9,14,0,0,0,24,25
143719,touch,0,0.45390625,0,0,0,0,0,0,16,0
144540,touch,0,0.22518382352941177,0,130,24,0,0,0,43,43
145321,touch,0,0.3824200913242009,0,28,0,0,0,0,20,17
294119,touch,0,0.19469467474489796,0,75,46,44,0,0,30,30
294213,touch,0,0.46825371413934425,0,0,0,0,0,12,0,0
146027,touch,0,0.3473498774509804,0,0,0,117,23,29,0,0
148007,touch,0,0.17326626712328766,100,34,0,37,0,0,18,19
171944,touch,0,0.14459585371535058,0,0,182,0,29,15,13,0
173069,touch,0,0.26087468592964824,0,55,50,0,29,28,0,0
173875,touch,0,0.19760077662721892,80,0,27,25,0,0,43,44
175343,touch,0,0.1944796954314721,98,0,67,0,0,0,29,30
175668,touch,0,0.3486328125,0,0,0,0,17,15,0,0
306507,touch,0,0.4217777489626556,0,0,0,0,0,0,0,15
176132,touch,0,0.42294497282608695,0,0,0,130,14,12,0,0
192263,touch,0,0.36830998726578135,0,91,0,0,14,12,17,0
195553,touch,0,0.2909564393939394,94,0,69,85,33,25,0,0
314825,touch,0,0.35297581658291455,0,0,0,0,29,28,0,0
197305,touch,0,0.16989567809239942,0,0,61,0,40,33,14,0
221754,touch,0,0.4705417097107438,0,0,0,0,0,14,0,0
222021,touch,0,0.3406176297169811,0,0,0,156,21,23,0,0
324965,touch,0,0.4166193181818182,0,0,0,135,17,19,0,0
224133,touch,0,0.34457915683962265,0,31,0,0,0,0,17,27
224143,touch,0,0.08103660300925926,0,138,0,0,0,0,20,20
210701,touch,0,0.3680889423076923,0,0,0,0,0,0,0,22
211256,touch,0,0.3007127192982456,14,0,0,0,0,0,14,14
211329,touch,0,0.17914559248554912,0,168,38,51,0,0,41,42
211426,touch,0,0.35886205808080807,0,166,0,0,0,0,38,20
211896,touch,0,0.4593717716942149,0,0,0,0,14,0,0,0
211923,touch,0,0.4364935862445415,53,0,65,0,0,0,13,14
211975,touch,0,0.3489583333333333,0,143,75,0,0,0,0,16
212094,touch,0,0.38602834302325584,0,170,0,0,0,0,20,21
212337,touch,0,0.36333988066560424,0,33,0,0,0,14,21,12
212388,touch,0,0.43200531639004147,0,0,0,0,0,0,0,15
212495,touch,0,0.294952876984127,0,0,0,139,33,34,0,0
323907,touch,0,0.17206923342541436,105,0,55,33,0,0,37,38
323246,touch,0,0.1390556768558952,141,0,87,62,0,0,13,14
324920,touch,0,0.3773373463114754,0,0,0,0,0,12,0,0
324957,touch,0,0.43073470744680853,0,0,0,0,21,0,0,0
326128,touch,0,0.2880627962085308,16,19,148,0,22,23,0,0
326189,touch,0,0.4027813796680498,0,0,31,0,0,15,0,0
325202,touch,0,0.33649811921296297,23,0,206,0,19,21,0,0
321132,touch,0,0.3528703193832599,0,0,0,0,12,17,0,0
321390,touch,0,0.43107302533532044,0,0,0,0,0,12,0,14
213465,touch,0,0.3713942307692308,58,0,26,0,0,0,17,18
213281,touch,0,0.35527606502242154,0,0,0,130,16,17,0,0
321455,touch,0,0.37384500745156485,0,0,0,79,19,17,0,12
213266,touch,0,0.07608776913875598,0,175,0,0,0,0,23,24
322039,touch,0,0.41182792030567683,0,58,0,0,0,0,13,14
215773,touch,0,0.37829701834862384,0,0,0,47,20,18,0,0
322407,touch,0,0.46268632322175735,0,0,0,0,0,0,17,0
156962,touch,0,0.2520731494413408,79,0,8,20,0,0,38,39
157781,touch,0,0.3459120639534884,8,0,0,9,0,0,21,20
158311,touch,0,0.44873046875,0,0,0,0,16,0,0,0
158892,touch,0,0.21844059405940594,13,4,6,0,0,0,27,27
300033,touch,0,0.4480031032854348,0,0,0,0,12,0,0,13
161892,touch,0,0.4323770491803279,0,0,0,0,12,0,0,0
162956,touch,0,0.37266735781990523,93,0,0,101,0,0,23,22
163758,touch,0,0.41437224669603523,0,94,0,0,0,0,15,14
164647,touch,0,0.31434755067567566,0,0,0,96,17,17,0,0
164026,touch,0,0.3208800747863248,172,0,0,0,0,0,22,0
164091,touch,0,0.4594463174273859,0,0,0,0,0,0,15,0
164883,touch,0,0.16947115384615385,0,5,30,19,0,0,37,37
166952,touch,0,0.4358982740585774,0,0,0,0,0,0,0,17
186908,touch,0,0.4471764782157676,0,0,0,0,0,0,0,15
187876,touch,0,0.29524576005025127,0,0,0,74,29,28,0,0
188249,touch,0,0.455572484439834,0,0,0,0,15,0,0,0
188475,touch,0,0.2904315128504673,0,32,23,0,19,23,0,0
188860,touch,0,0.3513368055555556,0,0,0,0,31,0,0,0
311786,touch,0,0.15716552734375,0,0,53,0,44,20,0,0
189650,touch,0,0.37810682178741406,0,47,39,0,12,0,20,19
189739,touch,0,0.46163446576763484,0,0,0,0,0,0,0,15
182737,touch,0,0.4165558510638298,0,45,0,0,0,0,21,0
183304,touch,0,0.4431640625,0,0,0,0,16,0,0,0
309704,touch,0,0.41553368506493504,0,0,0,126,12,13,0,0
184134,touch,0,0.4183610807860262,0,0,0,108,14,13,0,0
184186,touch,0,0.20126793032786885,0,0,0,0,0,0,0,12
310060,touch,0,0.4182705965909091,0,0,0,0,0,0,0,36
185342,touch,0,0.38841391509433965,0,0,0,50,26,18,0,0
317738,touch,0,0.3965573132780083,0,0,0,0,0,0,0,15
203462,touch,0,0.4282626793032787,0,0,0,0,0,0,12,0
204306,touch,0,0.40110930735930733,0,0,0,97,12,13,0,0
204655,touch,0,0.4027361586757991,0,0,0,38,19,18,0,0
207449,touch,0,0.3844288793103448,42,0,34,0,0,24,0,0
207450,touch,0,0.34900841346153844,0,0,0,43,23,25,0,0
207967,touch,0,0.4330188041125541,0,0,0,156,13,12,0,0
208029,touch,0,0.36426661036036034,85,0,19,40,16,18,0,0
208059,touch,0,0.3597530241935484,0,0,0,0,0,0,20,19
177876,touch,0,0.20039275956284153,0,11,104,7,0,0,36,37
178080,touch,0,0.09147757316596547,36,0,98,0,37,40,0,13
178274,touch,0,0.4327612704918033,0,0,0,0,0,0,12,0
178937,touch,0,0.44775390625,0,0,0,0,0,0,0,24
179201,touch,0,0.36190826113861385,0,0,31,84,36,18,0,0
180036,touch,0,0.3764391447368421,0,0,0,129,14,14,0,0
180918,touch,0,0.40243335122562174,0,0,0,0,0,26,0,13
181390,touch,0,0.3671690742924528,0,172,0,0,0,0,13,31
199077,touch,0,0.12098643543956043,0,0,0,153,37,37,0,0
316135,touch,0,0.3050211997487437,18,9,119,0,0,0,28,29
316460,touch,0,0.16592582614942528,85,0,0,38,0,0,41,41
167411,touch,0,0.3064216557992492,0,0,0,39,23,23,0,15
167431,touch,0,0.27778764204545453,18,0,35,2,0,0,18,18
169025,touch,0,0.1968884120171674,0,0,150,0,23,0,0,0
304307,touch,0,0.32391672036082475,0,179,0,0,0,0,31,31
171027,touch,0,0.40899820243362833,28,0,84,0,15,15,0,0
171034,touch,0,0.19615546218487395,34,33,80,0,18,0,29,27
169987,touch,0,0.45001296680497926,0,0,0,0,0,0,0,15
216879,touch,0,0.28781786151960786,83,0,168,0,25,27,0,0
216260,touch,0,0.3975933527542373,0,0,0,0,20,0,0,0
216265,touch,0,0.47486552254098363,0,0,0,0,0,12,0,0
216276,touch,0,0.33083357900943394,40,0,139,11,23,21,0,0
216324,touch,0,0.34977064220183485,33,0,141,0,19,19,12,0
218466,touch,0,0.2973458235753318,0,80,0,0,0,12,23,23
219035,touch,0,0.42316038995726496,0,0,81,0,22,0,0,0
219053,touch,0,0.4044728322072072,0,47,0,0,0,0,17,17
219375,touch,0,0.19189453125,18,114,32,0,0,0,24,24
253119,touch,0,0.3723273026315789,0,0,9,0,23,24,0,0
45876,touch,0,0.44133890086206895,0,33,0,0,0,0,24,0
45956,touch,0,0.17097729037267081,0,0,0,65,48,47,0,0
253695,touch,0,0.3764911825726141,0,0,0,0,0,0,15,0
47116,touch,0,0.31878810975609756,0,137,0,0,0,0,27,24
47117,touch,0,0.3798828125,41,0,0,33,0,0,16,16
253750,touch,0,0.3739970439189189,0,53,0,0,0,0,17,17
47260,touch,0,0.3634817390004112,0,31,0,0,0,15,19,15
26806,touch,0,0.2193758632596685,0,0,51,84,37,38,0,0
27079,touch,0,0.14683103354978355,2,0,121,11,12,13,0,0
88945,touch,0,0.32546943530701755,5,5,6,0,0,0,14,14
63243,touch,0,0.25712547110552764,1,10,0,0,0,0,29,28
91092,touch,0,0.38329613095238096,0,0,0,114,24,22,0,0
100361,touch,0,0.4387642634854772,0,0,0,53,15,0,0,0
275649,touch,0,0.4664713541666667,0,0,0,0,16,0,0,0
100376,touch,0,0.3870930989583333,0,0,0,0,0,0,16,0
275575,touch,0,0.3528521232057416,45,0,0,44,0,0,23,24
100563,touch,0,0.3226102941176471,0,110,0,0,0,0,39,30
100903,touch,0,0.43903219288793105,0,0,0,0,0,0,0,24
275934,touch,0,0.1652732090643275,0,0,0,147,43,42,0,0
101114,touch,0,0.1949435763888889,77,0,0,0,0,0,38,38
276550,touch,0,0.330883537371134,137,23,103,0,0,0,30,32
276551,touch,0,0.27395008484162897,46,0,49,0,0,0,17,18
106641,touch,0,0.3832607581967213,0,0,0,0,0,0,0,12
106708,touch,0,0.11088654891304348,0,0,0,42,13,13,0,0
278458,touch,0,0.17045036764705881,0,13,0,0,0,0,42,44
278762,touch,0,0.21847098214285715,8,11,0,0,0,0,44,44
108322,touch,0,0.18452214125560537,30,17,0,125,0,0,17,16
108548,touch,0,0.33980673785531657,0,0,0,135,14,24,0,12
109706,touch,0,0.22105189732142858,12,0,0,0,0,0,44,44
110273,touch,0,0.25006813226744184,0,11,0,0,0,0,41,43
111516,touch,0,0.19248444570135748,0,0,0,72,17,18,0,0
110750,touch,0,0.37555691596095636,0,0,0,0,13,0,0,14
111001,touch,0,0.27993549782698474,0,0,173,0,15,0,22,23
103365,touch,0,0.22996012369791666,143,0,0,0,0,0,32,32
103976,touch,0,0.410741327092511,0,0,0,0,0,0,0,29
105352,touch,0,0.3556794605809129,6,0,32,0,18,14,15,0
106116,touch,0,0.2103553185096154,15,5,17,0,0,0,24,24
106937,touch,0,0.44265696211142097,0,0,0,79,0,15,0,12
62100,touch,0,0.3872092208520179,0,0,0,152,16,17,0,0
274354,touch,0,0.20471892959770116,0,0,0,0,0,0,41,41
100171,touch,0,0.30916587752525254,0,197,0,0,0,0,29,29
100175,touch,0,0.2972992081447964,86,0,0,0,0,0,13,22
126626,touch,0,0.3879018458513853,0,0,0,94,17,12,0,14
286952,touch,0,0.3881359011627907,0,109,0,0,0,0,21,20
128502,touch,0,0.4650858729338843,0,0,0,0,0,0,0,14
280772,touch,0,0.3820897577092511,107,0,57,0,0,0,15,14
112850,touch,0,0.4498751280737705,0,139,0,0,0,0,12,0
112969,touch,0,0.37890625,0,84,0,0,0,0,28,0
112996,touch,0,0.15245581454918034,0,0,0,0,0,0,12,0
113478,touch,0,0.19564383370535715,0,0,0,37,16,16,0,0
114292,touch,0,0.08978239528795812,0,0,0,244,32,33,0,0
114567,touch,0,0.12340029761904762,118,28,117,0,0,0,23,23
281460,touch,0,0.1364169034090909,248,0,0,0,0,0,18,18
135424,touch,0,0.3959018640350877,0,0,82,0,16,12,0,0
135495,touch,0,0.4506714876033058,0,0,0,0,0,0,0,14
136633,touch,0,0.15700120192307693,7,6,74,0,0,0,37,37
136718,touch,0,0.1951519691780822,11,72,78,0,0,0,18,19
137064,touch,0,0.361526018722467,0,0,0,57,15,14,0,0
137082,touch,0,0.45831725823045266,0,0,0,0,0,0,0,13
137436,touch,0,0.2480384199134199,8,14,0,94,0,0,12,13
137614,touch,0,0.35533203125,0,0,0,98,28,28,0,0
139635,touch,0,0.34690366972477066,0,0,0,114,21,17,0,0
139644,touch,0,0.39622093023255817,0,0,0,110,21,20,0,0
322625,touch,0,0.3579568209123676,0,76,0,48,14,15,14,0
216698,touch,0,0.39628544560185186,0,45,0,0,0,0,27,13
227501,touch,0,0.41659007352941174,0,0,22,0,0,0,18,0
236591,touch,0,0.19678773271276595,0,8,33,15,0,0,34,34
245767,touch,0,0.3218336838942308,0,98,0,0,0,0,25,23
277675,touch,0,0.3556794605809129,6,0,32,0,18,14,15,0
279816,touch,0,0.14823100220264318,0,0,45,0,15,14,0,0
268411,touch,0,0.45783547794117646,0,0,0,0,0,0,0,18
268466,touch,0,0.3761340725806452,0,0,0,0,0,0,20,19
272120,touch,0,0.11744304906542057,0,0,149,0,24,18,0,0
317403,touch,0,0.4097377232142857,0,78,0,0,0,0,19,13
317604,touch,0,0.4248810442386831,0,0,0,0,0,0,0,13
317761,touch,0,0.3606886061946903,0,0,0,59,15,15,0,0
318572,touch,0,0.4417885638297872,0,0,0,0,0,0,0,21
320430,touch,0,0.4111547085201794,0,0,84,0,17,16,0,0
320605,touch,0,0.460302734375,0,0,0,0,0,0,0,16
320831,touch,0,0.4332311445147679,126,0,0,0,0,0,19,0
321833,touch,0,0.2734748803827751,0,40,0,0,0,0,24,23
321860,touch,0,0.26076511150234744,0,16,18,17,21,22,0,0
322635,touch,0,0.3579568209123676,0,76,0,48,14,15,14,0
322666,touch,0,0.39295827123695976,91,0,0,116,23,13,0,12
294167,touch,0,0.16080391839378239,0,6,12,94,0,0,31,32
295642,touch,0,0.198284240430622,27,50,0,104,0,0,23,24
301642,touch,0,0.3737399193548387,0,0,0,159,19,20,0,0
303301,touch,0,0.1944912997159091,26,153,66,0,0,0,40,40
304941,touch,0,0.33986088267543857,14,10,9,0,0,0,14,14
306386,touch,0,0.4567995233050847,0,0,0,0,20,0,0,0
309778,touch,0,0.06377963362068965,0,250,0,0,0,0,12,12
311261,touch,0,0.3805926486784141,86,52,119,0,16,13,0,0
282538,touch,0,0.14203410388127855,0,0,0,244,19,18,0,0
283794,touch,0,0.4619097980349345,36,31,102,0,15,12,0,0
284645,touch,0,0.17808657786885246,0,0,0,0,0,12,0,0
34824,touch,0,0.32439024390243903,12,0,0,67,0,0,26,25
33970,touch,0,0.2257903343023256,0,7,59,7,0,0,42,42
35603,touch,0,0.22584343905472637,46,11,1,0,0,0,27,28
47482,touch,0,0.4320142663043478,1,0,1,0,13,13,0,0
47506,touch,0,0.4652920081967213,0,0,0,0,0,0,0,12
47554,touch,0,0.4320142663043478,1,0,1,0,13,13,0,0
48544,touch,0,0.2772957223360656,0,0,0,0,12,0,0,0
49521,touch,0,0.36640995260663506,0,32,59,0,23,22,0,0
49760,touch,0,0.27966044372294374,7,19,0,101,0,0,12,13
50553,touch,0,0.3668742629716981,0,0,0,0,0,0,0,44
68997,touch,0,0.3407349817961165,0,0,0,0,25,25,0,0
69852,touch,0,0.4731845543032787,0,0,0,0,0,12,0,0
263111,touch,0,0.41770833333333335,38,0,0,41,0,0,16,15
70914,touch,0,0.38706235532407407,0,48,0,0,0,0,20,20
71033,touch,0,0.3634588068181818,0,47,0,0,0,0,18,18
36932,touch,0,0.16445096685082872,94,7,0,12,0,0,37,38
37426,touch,0,0.22012867647058823,0,106,18,0,0,0,43,43
37632,touch,0,0.18169070512820512,60,3,100,0,0,0,30,31
249866,touch,0,0.3722889716325669,0,27,74,0,17,0,20,18
37890,touch,0,0.38182713963963966,69,0,68,0,0,0,17,17
37893,touch,0,0.394876935840708,43,0,0,111,0,0,17,13
38134,touch,0,0.4034231085526316,0,0,0,141,15,13,0,0
39387,touch,0,0.46004603215767637,0,10,0,0,0,0,15,0
39989,touch,0,0.3874446902654867,40,0,0,28,0,0,15,15
40112,touch,0,0.352474531938326,0,0,0,33,13,16,0,0
40141,touch,0,0.29111328125,3,7,5,0,28,28,0,0
77362,touch,0,0.31104316086065575,0,0,0,0,12,0,0,0
267681,touch,0,0.27565406976744183,100,0,21,0,20,21,0,0
80917,touch,0,0.2462126358695652,92,0,122,0,13,13,0,0
80920,touch,0,0.27565406976744183,100,0,21,0,20,21,0,0
85132,touch,0,0.21883004610655737,20,18,81,0,0,0,12,0
44850,touch,0,0.44247308298319327,0,0,0,0,18,0,0,0
24473,touch,0,0.4226282230941704,0,0,0,58,18,15,0,0
22787,touch,0,0.10926402698863637,5,143,0,37,0,0,40,40
24757,touch,0,0.1384079391891892,63,12,2,0,17,17,0,0
25297,touch,0,0.44756799163179917,0,0,0,0,0,17,0,0
10892,touch,0,0.152197265625,11,0,7,5,0,0,48,48
10121,touch,0,0.28925212378640774,55,0,15,0,0,0,25,25
12415,touch,0,0.15057762632978725,91,6,54,0,34,34,0,0
29819,touch,0,0.28073299632352944,0,86,0,81,0,0,26,26
246782,touch,0,0.3841703056768559,0,143,71,0,16,0,15,12
30327,touch,0,0.2752888997395833,10,8,3,0,32,32,0,0
30551,touch,0,0.40935202205882354,0,0,0,0,0,18,0,0
30813,touch,0,0.4096924942922374,0,44,0,0,0,0,19,18
30822,touch,0,0.403114248853211,0,53,0,0,0,0,18,20
30868,touch,0,0.22918733465608465,2,0,0,1,0,0,33,34
236574,touch,0,0.3664198962882096,0,48,0,0,0,0,13,14
237066,touch,0,0.22876862046632124,61,5,1,0,0,0,31,32
14047,touch,0,0.168853591160221,0,6,0,0,0,0,37,38
14238,touch,0,0.1320400776836158,4,131,0,2,0,0,39,40
239701,touch,0,0.1337002840909091,0,86,62,37,18,18,0,0
240293,touch,0,0.32210867745535715,0,0,0,30,17,15,0,0
240361,touch,0,0.2683035714285714,2,34,86,0,40,41,0,0
15024,touch,0,0.15295226130653267,0,134,0,0,0,0,28,29
15552,touch,0,0.1779079861111111,0,0,85,0,0,0,38,38
18778,touch,0,0.25517672936893204,15,0,0,4,26,24,0,0
19660,touch,0,0.42122977120535715,17,14,70,0,0,0,16,16
21010,touch,0,0.2836959696261682,10,9,0,7,21,21,0,0
40558,touch,0,0.36402090539930815,0,77,0,0,0,12,18,20
252499,touch,0,0.3173444214547191,103,0,78,0,25,25,12,0
16670,touch,0,0.40123521959459457,0,0,0,47,17,17,0,0
17611,touch,0,0.4365960743801653,0,0,0,0,14,0,0,0
18112,touch,0,0.24417449421965318,0,2,15,2,0,0,41,42
31383,touch,0,0.39740501101321585,0,0,78,0,14,15,0,0
