img_id,frame_has_main,frame_sep_cc,frame_ink_frac,main_in_frame_frac,frame_w,bbox_inset
215208,1,1,0.4722488038277512,0.8042137120242114,14,0
322039,1,1,0.2200109843956967,0.2544367644311601,14,0
215773,1,1,0.3146567115727966,0.33627059843885515,20,0
322625,1,1,0.3440085401654657,0.38780038358843216,15,0
216698,1,1,0.31373899971814223,0.32215326237257613,27,0
216879,1,1,0.46851242883914995,0.4920711553459353,27,0
216260,1,1,0.1695132070253077,0.19180064937605132,20,0
216265,1,1,0.09095923996322403,0.0924293855688082,12,0
216276,1,1,0.3850606205904514,0.48359069207277733,23,0
216324,1,1,0.3958827158489463,0.4152729997615723,19,0
218466,1,1,0.48001774683457904,0.5016943106830747,23,0
219035,1,1,0.1715200836683335,0.18900813945112727,22,0
219053,1,1,0.2720795465340891,0.3084434233199311,17,0
221754,1,1,0.10590725064409275,0.11125072491784264,14,0
222021,1,1,0.3764630485377947,0.39234365662460013,23,0
324965,1,1,0.27620457770374485,0.3071908878825305,19,0
224133,1,1,0.36844415926513796,0.38818715531044296,27,0
224143,1,1,0.6953980014954796,0.8534957450358752,20,0
224418,1,1,0.3574833174451859,0.5660628662759722,13,0
317738,1,3,0.12749188687992583,0.20050576004495646,15,0
204306,1,1,0.2109902538003526,0.21768824215800672,13,0
204655,1,1,0.2948469706433479,0.3068348012610095,19,0
207450,1,1,0.39711273317112733,0.4234321491577018,25,0
207967,1,1,0.19727272727272727,0.22971345135973717,13,0
208029,1,1,0.2929886274375875,0.3104621286143379,18,0
208059,1,1,0.33218605894539865,0.36936167050605634,20,0
208536,1,2,0.7164179104477612,1.0,29,0
324957,1,1,0.16732005141388176,0.18515752791408863,21,0
325202,1,2,0.35401333148173864,0.27600662457302555,21,0
301642,1,1,0.32415364583333334,0.37134546539379476,20,0
133983,1,1,0.30039113428943937,0.37374283551422083,14,0
134616,1,2,0.7611206403659234,0.9460816829337629,39,0
135286,1,2,0.4780458261835066,0.5226860254083484,19,0
280772,1,1,0.2505737815579857,0.3093204449814591,15,0
112850,1,1,0.09418818296102892,0.11498052178019125,12,0
112969,1,1,0.2361413325044037,0.251230984052326,28,0
112996,1,1,0.24360603653693408,0.40800851403485433,12,0
113478,1,1,0.42134309882401483,0.6427728381461956,16,0
268411,1,1,0.13482414242292662,0.13911290322580644,18,0
268466,1,1,0.32301960149036124,0.40931110928647674,20,0
268759,1,1,0.4129217258837762,0.790258960727148,18,0
271119,1,1,0.7453928939997051,0.9855750487329434,40,0
271548,1,1,0.5960361410667444,0.851314785263304,24,0
272120,1,1,0.6252984683477957,0.7898918561024056,24,0
272287,1,1,0.6087442732946142,0.8538683398269493,33,0
272487,1,1,0.61719591648284,0.8009986684420772,25,0
277628,1,1,0.5797251366927737,0.8288028169014084,24,0
277675,1,1,0.3711188261496135,0.4359586010542111,18,0
279816,1,1,0.4629006110487592,0.6802272310793476,15,0
278861,1,1,0.6374717313810419,0.8690948996655519,33,0
278889,1,1,0.700098578560753,0.888028396256857,43,0
278954,1,1,0.4780436954349998,0.8096218920111814,22,0
282334,1,1,0.5627931214174049,0.8028413314611382,19,0
282538,1,1,0.54327502150846,0.7390761548064919,19,0
284645,1,1,0.21590188200465216,0.3113437690587518,12,0
284698,1,1,0.6506846024501561,0.8213462704669496,27,0
288442,1,1,0.23726252158894645,0.25765289034764555,18,0
291656,1,1,0.2392691415313225,0.35621761658031087,14,0
291735,1,1,0.4450676982591876,0.45562852711131646,27,0
292387,1,1,0.12238952651714577,0.12993739752571173,14,0
293353,1,1,0.5586754207037226,0.6311071107110711,35,0
293997,1,1,0.3806316467934257,0.403670665436276,28,0
184186,1,1,0.196369215034518,0.3343855447915533,12,0
310060,1,1,0.2644184231069477,0.2818720458025431,36,0
185342,1,1,0.34356802541027,0.35956850475818014,26,0
198336,1,1,0.6876024670153799,0.9157785287236808,30,0
199077,1,1,0.7706765387901224,0.8982882071221964,37,0
199179,1,1,0.560218878248974,0.9201042509211828,20,0
316135,1,1,0.4842852875775779,0.6685910652920962,29,0
316718,1,1,0.7106181622927713,0.9676461179911346,38,0
98256,1,1,0.7343133739691646,0.9127068129909197,32,0
100171,1,1,0.4847438679555468,0.5719439810683943,29,0
100175,1,1,0.34509208425806953,0.43450338268457694,22,0
91092,1,1,0.35864795044974945,0.3686534216335541,24,0
272489,1,1,0.3918297160384812,0.7850093109869646,17,0
93112,1,1,0.5287818666086862,0.8399240200310827,19,0
117240,1,1,0.7973756585705292,0.9469914603911692,47,0
119806,1,1,0.5855472901168969,0.6060553432904944,22,0
121896,1,1,0.48629451780712285,0.6331900481959098,21,0
122142,1,1,0.7009364904101746,0.8960685905478879,34,0
122506,1,1,0.3141671178487638,0.3504307915291086,17,0
122573,1,1,0.10588721908175927,0.1549246053759645,12,0
123102,1,2,0.4774583574506399,1.0,15,0
123137,1,1,0.7206604024803135,0.8856889055121792,38,0
124538,1,1,0.8200849514563107,0.9025041736227045,37,0
135424,1,1,0.23167974464689453,0.23352771633487499,16,0
135495,1,1,0.10923940786115365,0.1130555372119131,14,0
137064,1,1,0.26040273181722173,0.2620447782343772,15,0
137082,1,1,0.10122312590631108,0.1091619921808601,13,0
137614,1,1,0.43765454995054404,0.43765454995054404,28,0
139635,1,1,0.33264391589107206,0.36272740941211845,21,0
139644,1,1,0.3247460985880604,0.41145547273440564,21,0
131519,1,2,0.6322121688958825,0.6166992824527071,32,0
131910,1,1,0.5415882574331954,0.5421664050235478,30,0
303301,1,2,0.7003385425571932,0.7513941884355738,40,0
245767,1,1,0.41746549731456933,0.49218499519076625,25,0
246003,1,1,0.5854056923516681,0.9663633299629255,28,0
258859,1,1,0.575772506510875,0.8298670995231815,16,0
257957,1,1,0.6107873430594125,0.873769024171889,31,0
261564,1,1,0.7186665394887447,0.8714938407263895,32,0
268937,1,1,0.7648640573648043,0.9214525675891857,45,0
269122,1,1,0.6199279428267674,0.9492629103735191,21,0
240293,1,1,0.306696193979431,0.3528827467069747,17,0
15024,1,1,0.6518942101501072,0.853083893598363,29,0
238374,1,1,0.5576698635002791,0.8309390594283986,22,0
10121,1,1,0.45626292150851927,0.5200926415017675,25,0
29578,1,1,0.7319072715373222,0.9793961742336944,42,0
29819,1,2,0.47588746291066386,0.5223669753570868,26,0
30130,1,1,0.7799930815434447,0.9368106964798308,49,0
246782,1,2,0.3283069288032067,0.3688648522912305,16,0
30551,1,1,0.14719961704164672,0.16176304813437042,18,0
30813,1,1,0.28837872169036777,0.33390730377385563,19,0
30822,1,1,0.29994398805078415,0.3428175125368994,20,0
236574,1,1,0.2417310882840905,0.27206992451330947,14,0
237066,1,1,0.5879479421092924,0.6223662884927067,32,0
24473,1,1,0.2580416999815487,0.2580416999815487,18,0
22787,1,2,0.8062039916545289,0.8737201365187713,40,0
25230,1,1,0.8035836902854527,0.9800606157281864,52,0
25297,1,1,0.13174165319128697,0.14896744586261293,17,0
252745,1,1,0.8152742389700952,0.944865368924117,48,0
45845,1,1,0.7282228837690914,0.9671666165284284,45,0
45876,1,1,0.1812076343985256,0.25334090313564506,24,0
45956,1,1,0.7751292360712234,0.8706139564890147,48,0
46450,1,1,0.5861107362928979,0.7974908200734394,26,0
46775,1,1,0.5681855210992234,0.7181986682226952,21,0
47010,1,1,0.5914465408805032,0.7771900826446281,23,0
253685,1,1,0.7725764593804408,0.8849670743179681,46,0
253695,1,1,0.13826748284177331,0.1754873340239194,15,0
47098,1,1,0.38621376135373897,0.6238568988041403,27,0
47116,1,1,0.436301762188753,0.51796,27,0
47117,1,1,0.2713162736243519,0.2872879254772784,16,0
253750,1,1,0.2883926478958117,0.390870314910609,17,0
47260,1,1,0.37683852981702826,0.5452269460800222,19,0
31383,1,1,0.24229797565536926,0.26341132829219577,15,0
211426,1,1,0.4435436997155006,0.46194284257813745,38,0
211896,1,1,0.10756060083414344,0.11439434364994663,14,0
211923,1,1,0.2106058736426456,0.22609703593310151,14,0
211975,1,1,0.15193228115976426,0.22336589904628984,16,0
212094,1,1,0.3274988921947205,0.33573444952788867,21,0
212337,1,1,0.36807502658803054,0.3756660746003552,21,0
212786,1,2,0.6056100033795201,1.0,18,0
212495,1,1,0.5444940951165017,0.5762980980372284,34,0
157781,1,1,0.35482887156895965,0.3917907655466587,21,0
158311,1,1,0.12573331219280165,0.13041047230627548,16,0
159255,1,1,0.5536332179930796,0.8179567058071731,20,0
300033,1,1,0.1809632461766157,0.1811140256133313,13,0
161892,1,1,0.10159004723571285,0.12591737445369836,12,0
177876,1,1,0.6656218834591823,0.980997375328084,37,0
178080,1,1,0.8468908727104818,0.9286889742183214,40,0
178802,1,1,0.802476800418246,0.9859488538279336,49,0
178937,1,1,0.1785438482686189,0.18387733027931538,24,0
179201,1,1,0.41853600944510033,0.4332347076606419,36,0
180036,1,1,0.24598490048043925,0.4360362552466695,14,0
181390,1,1,0.3541099442499676,0.39292907495324414,31,0
182737,1,2,0.1698688220484961,0.2190485427476844,21,0
182902,1,1,0.6278446358295785,0.8706794273511034,22,0
309704,1,1,0.20568269976726145,0.22269275189864557,13,0
184134,1,1,0.2166469705196589,0.26136713933415534,14,0
107960,1,1,0.6702281974173006,0.8763067813858821,38,0
108322,1,1,0.4445264712086058,0.5754266211604095,17,0
108548,1,1,0.3960908787170063,0.41414847161572055,24,0
109025,1,1,0.7050793305013978,0.90866554370204,38,0
110273,1,1,0.6612416933300517,0.6643278830402126,43,0
111516,1,1,0.45072127509331184,0.6822415635974958,18,0
110750,1,2,0.2219208004509583,0.1687624663949354,14,0
111893,1,1,0.6147147339437792,0.8547389039754263,38,0
37166,1,1,0.6746240892884824,0.9431140968685665,34,0
37632,1,2,0.6325852710038078,0.7080656673804425,31,0
37636,1,2,0.7067674362425372,0.985373364126251,40,0
37893,1,1,0.24764539287360865,0.2771737127271387,17,0
38134,1,1,0.22852368783172794,0.2589375208820581,15,0
39387,1,1,0.11493966135520284,0.1171870032428308,15,0
39622,1,2,0.6565438632200284,0.9611639094215652,32,0
39989,1,1,0.2531734132933533,0.25422367936837176,15,0
40112,1,1,0.25791609303673646,0.2699453966327924,16,0
17142,1,2,0.6759678858162355,0.7741091860084995,37,0
17611,1,1,0.11651151396374326,0.13083666507721087,14,0
18959,1,2,0.6777934177893961,0.9421534396527319,40,0
256484,1,1,0.44010317157050055,0.636194158668784,18,0
256664,1,1,0.8170033559255117,0.9649115989897027,49,0
54252,1,1,0.7787340864263941,0.8991097922848664,26,0
54254,1,1,0.7119897726235047,0.8930759979382624,31,0
56769,1,1,0.699523228739328,0.91918799475499,37,0
47529,1,1,0.2174584173387097,0.3587837837837838,14,0
47688,1,1,0.4040203499193448,0.6114266935824609,26,0
48544,1,1,0.15047329442346363,0.30557768924302786,12,0
48874,1,1,0.7054428122611871,0.9517154476201386,34,0
49521,1,1,0.3648674667864707,0.3794680105463405,23,0
49760,1,1,0.2790129915424187,0.40254104031700105,13,0
50473,1,1,0.67861952214228,0.8643959813771135,36,0
304941,1,1,0.265405125166642,0.31392904073587385,14,0
306386,1,1,0.15049096561701603,0.15506359224840624,20,0
307576,1,1,0.6587933978372226,0.8691804333833941,29,0
309778,1,1,0.6186065243656866,0.8632850920331601,12,0
311261,1,1,0.2506775985905949,0.41814071771686917,16,0
312214,1,1,0.8552992025324161,0.9401452039211751,36,0
315065,1,1,0.39835903239496395,0.9031430404105195,22,0
317403,1,1,0.2563850998512517,0.3159762852016538,19,0
247346,1,1,0.5643965206237223,0.9855802883942321,28,0
32499,1,2,0.8268803221611645,1.0,39,0
34824,1,1,0.4340049205399295,0.5721674337058953,26,0
35603,1,1,0.5478386055017315,0.6135878328321785,28,0
35677,1,2,0.6859926918392205,1.0,22,0
40558,1,1,0.38759567335062306,0.49431268151016455,20,0
252499,1,1,0.4859822119102862,0.5411777371084078,25,0
252922,1,1,0.6342079983821225,0.8986317071423454,25,0
258310,1,1,0.43493903657805316,0.8327592805204745,17,0
61477,1,1,0.6093223140495868,0.9205413774159716,36,0
259656,1,1,0.6035371399696816,0.9265618535374431,36,0
62100,1,1,0.27446089211277774,0.2906701890989989,17,0
68800,1,1,0.5172520982281629,0.745920745920746,33,0
68997,1,1,0.41579426490669097,0.526556324110672,25,0
263111,1,1,0.24803100387548443,0.24808527931476446,16,0
70914,1,1,0.31752814004655466,0.3201105824868201,20,0
71033,1,1,0.30461663892380336,0.3055820610687023,18,0
264603,1,1,0.49189147644300973,0.7347032487659282,13,0
74786,1,1,0.7921775380088278,0.9857725903040012,53,0
268315,1,1,0.5018070444104135,0.766610518435336,16,0
268674,1,1,0.5012107785048173,0.8049648324369053,19,0
84348,1,1,0.7648640573648043,0.9214525675891857,45,0
269317,1,1,0.6158516020236088,0.8210959080105351,25,0
106708,1,1,0.5046658068431834,0.6777381558838512,13,0
