image_path,canny_path,skeleton_path,calligrapher,script,character,calligrapher_id,script_id,character_id
images/智永/楷/斡/16812.png,canny/智永/楷/斡/16812.png,skeleton/智永/楷/斡/16812.png,智永,楷,斡,1015,3,3149
images/董其昌/六体/穿/85984.png,canny/董其昌/六体/穿/85984.png,skeleton/董其昌/六体/穿/85984.png,董其昌,六体,穿,1554,0,4944
images/欧阳询/行/意/25531.png,canny/欧阳询/行/意/25531.png,skeleton/欧阳询/行/意/25531.png,欧阳询,行,意,1167,9,2713
images/孙过庭/草/材/07618.png,canny/孙过庭/草/材/07618.png,skeleton/孙过庭/草/材/07618.png,孙过庭,草,材,754,8,3351
images/李斯/篆/制/19145.png,canny/李斯/篆/制/19145.png,skeleton/李斯/篆/制/19145.png,李斯,篆,制,1073,7,1338
images/颜真卿/六体/熊/91443.png,canny/颜真卿/六体/熊/91443.png,skeleton/颜真卿/六体/熊/91443.png,颜真卿,六体,熊,1930,0,4213
images/黄庭坚/行/筆/66683.png,canny/黄庭坚/行/筆/66683.png,skeleton/黄庭坚/行/筆/66683.png,黄庭坚,行,筆,1988,9,5016
images/祝允明/楷/竟/38105.png,canny/祝允明/楷/竟/38105.png,skeleton/祝允明/楷/竟/38105.png,祝允明,楷,竟,1429,3,4979
images/蔡襄/楷/萬/45243.png,canny/蔡襄/楷/萬/45243.png,skeleton/蔡襄/楷/萬/45243.png,蔡襄,楷,萬,1577,3,5789
images/苏轼/行/挂/42274.png,canny/苏轼/行/挂/42274.png,skeleton/苏轼/行/挂/42274.png,苏轼,行,挂,1527,9,2923
images/文徵明/行/䟽/14375.png,canny/文徵明/行/䟽/14375.png,skeleton/文徵明/行/䟽/14375.png,文徵明,行,䟽,979,9,823
images/李阳冰/篆/之/20855.png,canny/李阳冰/篆/之/20855.png,skeleton/李阳冰/篆/之/20855.png,李阳冰,篆,之,1095,7,913
images/文徵明/行/肅/15494.png,canny/文徵明/行/肅/15494.png,skeleton/文徵明/行/肅/15494.png,文徵明,行,肅,979,9,5484
images/王羲之/行/妹/33681.png,canny/王羲之/行/妹/33681.png,skeleton/王羲之/行/妹/33681.png,王羲之,行,妹,1353,9,2012
images/欧阳通/楷/留/27101.png,canny/欧阳通/楷/留/27101.png,skeleton/欧阳通/楷/留/27101.png,欧阳通,楷,留,1168,3,4514
images/王羲之/草/西/240038.png,canny/王羲之/草/西/240038.png,skeleton/王羲之/草/西/240038.png,王羲之,草,西,1353,8,6136
images/朱耷/行/更/18169.png,canny/朱耷/行/更/18169.png,skeleton/朱耷/行/更/18169.png,朱耷,行,更,1050,9,3300
images/赵之谦/楷/昊/48814.png,canny/赵之谦/楷/昊/48814.png,skeleton/赵之谦/楷/昊/48814.png,赵之谦,楷,昊,1663,3,3208
images/赵孟頫/六体/寇/338118.png,canny/赵孟頫/六体/寇/338118.png,skeleton/赵孟頫/六体/寇/338118.png,赵孟頫,六体,寇,1674,0,2180
images/何绍基/楷/飾/01487.png,canny/何绍基/楷/飾/01487.png,skeleton/何绍基/楷/飾/01487.png,何绍基,楷,飾,454,3,7421
images/王羲之/草/可/33486.png,canny/王羲之/草/可/33486.png,skeleton/王羲之/草/可/33486.png,王羲之,草,可,1353,8,1552
images/文徵明/楷/藏/15571.png,canny/文徵明/楷/藏/15571.png,skeleton/文徵明/楷/藏/15571.png,文徵明,楷,藏,979,3,5894
images/文徵明/行/踞/15696.png,canny/文徵明/行/踞/15696.png,skeleton/文徵明/行/踞/15696.png,文徵明,行,踞,979,9,6552
images/王羲之/六体/譬/81947.png,canny/王羲之/六体/譬/81947.png,skeleton/王羲之/六体/譬/81947.png,王羲之,六体,譬,1353,0,6330
images/李阳冰/篆/玅/21642.png,canny/李阳冰/篆/玅/21642.png,skeleton/李阳冰/篆/玅/21642.png,李阳冰,篆,玅,1095,7,4360
images/智永/楷/夕/16374.png,canny/智永/楷/夕/16374.png,skeleton/智永/楷/夕/16374.png,智永,楷,夕,1015,3,1940
images/赵之谦/篆/日/48810.png,canny/赵之谦/篆/日/48810.png,skeleton/赵之谦/篆/日/48810.png,赵之谦,篆,日,1663,7,3191
images/米芾/行/翻/40030.png,canny/米芾/行/翻/40030.png,skeleton/米芾/行/翻/40030.png,米芾,行,翻,1471,9,5429
images/何绍基/六体/芟/68714.png,canny/何绍基/六体/芟/68714.png,skeleton/何绍基/六体/芟/68714.png,何绍基,六体,芟,454,0,5655
images/颜真卿/行/侯/61460.png,canny/颜真卿/行/侯/61460.png,skeleton/颜真卿/行/侯/61460.png,颜真卿,行,侯,1930,9,1070
images/王羲之/行/故/238908.png,canny/王羲之/行/故/238908.png,skeleton/王羲之/行/故/238908.png,王羲之,行,故,1353,9,3104
images/李邕/行/郷/20677.png,canny/李邕/行/郷/20677.png,skeleton/李邕/行/郷/20677.png,李邕,行,郷,1092,9,6848
images/董其昌/行/蜒/44423.png,canny/董其昌/行/蜒/44423.png,skeleton/董其昌/行/蜒/44423.png,董其昌,行,蜒,1554,9,5976
images/智永/楷/似/16060.png,canny/智永/楷/似/16060.png,skeleton/智永/楷/似/16060.png,智永,楷,似,1015,3,1017
images/褚遂良/楷/星/345889.png,canny/褚遂良/楷/星/345889.png,skeleton/褚遂良/楷/星/345889.png,褚遂良,楷,星,1606,3,3218
images/黄庭坚/楷/憂/66205.png,canny/黄庭坚/楷/憂/66205.png,skeleton/黄庭坚/楷/憂/66205.png,黄庭坚,楷,憂,1988,3,2763
images/王羲之/行/痛/34577.png,canny/王羲之/行/痛/34577.png,skeleton/王羲之/行/痛/34577.png,王羲之,行,痛,1353,9,4574
images/欧阳询/草/冀/24983.png,canny/欧阳询/草/冀/24983.png,skeleton/欧阳询/草/冀/24983.png,欧阳询,草,冀,1167,8,1254
images/张旭/草/泥/10445.png,canny/张旭/草/泥/10445.png,skeleton/张旭/草/泥/10445.png,张旭,草,泥,875,8,3821
images/苏轼/六体/兮/85393.png,canny/苏轼/六体/兮/85393.png,skeleton/苏轼/六体/兮/85393.png,苏轼,六体,兮,1527,0,1242
images/米芾/行/人/38760.png,canny/米芾/行/人/38760.png,skeleton/米芾/行/人/38760.png,米芾,行,人,1471,9,964
images/欧阳通/楷/粉/27148.png,canny/欧阳通/楷/粉/27148.png,skeleton/欧阳通/楷/粉/27148.png,欧阳通,楷,粉,1168,3,5106
images/欧阳询/行/浮/25889.png,canny/欧阳询/行/浮/25889.png,skeleton/欧阳询/行/浮/25889.png,欧阳询,行,浮,1167,9,3882
images/张旭/楷/上/10170.png,canny/张旭/楷/上/10170.png,skeleton/张旭/楷/上/10170.png,张旭,楷,上,875,3,874
images/李邕/楷/懈/20052.png,canny/李邕/楷/懈/20052.png,skeleton/李邕/楷/懈/20052.png,李邕,楷,懈,1092,3,2783
images/欧阳询/楷/髪/26723.png,canny/欧阳询/楷/髪/26723.png,skeleton/欧阳询/楷/髪/26723.png,欧阳询,楷,髪,1167,3,7547
images/孙过庭/草/夭/07222.png,canny/孙过庭/草/夭/07222.png,skeleton/孙过庭/草/夭/07222.png,孙过庭,草,夭,754,8,1953
images/唐寅/行/衰/06739.png,canny/唐寅/行/衰/06739.png,skeleton/唐寅/行/衰/06739.png,唐寅,行,衰,682,9,6058
images/孙过庭/行/又/07113.png,canny/孙过庭/行/又/07113.png,skeleton/孙过庭/行/又/07113.png,孙过庭,行,又,754,9,1526
images/王羲之/六体/霞/371055.png,canny/王羲之/六体/霞/371055.png,skeleton/王羲之/六体/霞/371055.png,王羲之,六体,霞,1353,0,7270
images/邓石如/六体/穹/88604.png,canny/邓石如/六体/穹/88604.png,skeleton/邓石如/六体/穹/88604.png,邓石如,六体,穹,1718,0,4940
images/苏轼/六体/柑/85491.png,canny/苏轼/六体/柑/85491.png,skeleton/苏轼/六体/柑/85491.png,苏轼,六体,柑,1527,0,3409
images/孙过庭/草/撰/07526.png,canny/孙过庭/草/撰/07526.png,skeleton/孙过庭/草/撰/07526.png,孙过庭,草,撰,754,8,3056
images/伊秉绶/隶/部/00524.png,canny/伊秉绶/隶/部/00524.png,skeleton/伊秉绶/隶/部/00524.png,伊秉绶,隶,部,441,11,6842
images/智永/楷/歡/16964.png,canny/智永/楷/歡/16964.png,skeleton/智永/楷/歡/16964.png,智永,楷,歡,1015,3,3659
images/吴昌硕/篆/木/05075.png,canny/吴昌硕/篆/木/05075.png,skeleton/吴昌硕/篆/木/05075.png,吴昌硕,篆,木,650,7,3329
images/虞世南/楷/翠/46437.png,canny/虞世南/楷/翠/46437.png,skeleton/虞世南/楷/翠/46437.png,虞世南,楷,翠,1588,3,5416
images/康里巎巎/草/摇/09424.png,canny/康里巎巎/草/摇/09424.png,skeleton/康里巎巎/草/摇/09424.png,康里巎巎,草,摇,844,8,3024
images/董其昌/行/時/44180.png,canny/董其昌/行/時/44180.png,skeleton/董其昌/行/時/44180.png,董其昌,行,時,1554,9,3232
images/王羲之/草/還/35145.png,canny/王羲之/草/還/35145.png,skeleton/王羲之/草/還/35145.png,王羲之,草,還,1353,8,6793
images/怀素/草/欲/12985.png,canny/怀素/草/欲/12985.png,skeleton/怀素/草/欲/12985.png,怀素,草,欲,949,8,3636
images/文徵明/行/俄/14461.png,canny/文徵明/行/俄/14461.png,skeleton/文徵明/行/俄/14461.png,文徵明,行,俄,979,9,1077
images/智永/楷/次/16955.png,canny/智永/楷/次/16955.png,skeleton/智永/楷/次/16955.png,智永,楷,次,1015,3,3627
images/欧阳询/楷/玄/26002.png,canny/欧阳询/楷/玄/26002.png,skeleton/欧阳询/楷/玄/26002.png,欧阳询,楷,玄,1167,3,4359
images/文徵明/行/賅/15676.png,canny/文徵明/行/賅/15676.png,skeleton/文徵明/行/賅/15676.png,文徵明,行,賅,979,9,6452
images/李阳冰/篆/策/21779.png,canny/李阳冰/篆/策/21779.png,skeleton/李阳冰/篆/策/21779.png,李阳冰,篆,策,1095,7,5026
images/张芝/草/幸/10894.png,canny/张芝/草/幸/10894.png,skeleton/张芝/草/幸/10894.png,张芝,草,幸,891,8,2410
images/褚遂良/楷/詢/48015.png,canny/褚遂良/楷/詢/48015.png,skeleton/褚遂良/楷/詢/48015.png,褚遂良,楷,詢,1606,3,6220
images/王羲之/草/女/238302.png,canny/王羲之/草/女/238302.png,skeleton/王羲之/草/女/238302.png,王羲之,草,女,1353,8,1985
images/何绍基/行/紫/01209.png,canny/何绍基/行/紫/01209.png,skeleton/何绍基/行/紫/01209.png,何绍基,行,紫,454,9,5167
images/杨凝式/行/積/114167.png,canny/杨凝式/行/積/114167.png,skeleton/杨凝式/行/積/114167.png,杨凝式,行,積,1114,9,4926
images/智永/楷/基/16347.png,canny/智永/楷/基/16347.png,skeleton/智永/楷/基/16347.png,智永,楷,基,1015,3,1840
images/王羲之/草/既/238959.png,canny/王羲之/草/既/238959.png,skeleton/王羲之/草/既/238959.png,王羲之,草,既,1353,8,3188
images/苏轼/行/壞/41851.png,canny/苏轼/行/壞/41851.png,skeleton/苏轼/行/壞/41851.png,苏轼,行,壞,1527,9,1914
images/邓石如/六体/苴/88681.png,canny/邓石如/六体/苴/88681.png,skeleton/邓石如/六体/苴/88681.png,邓石如,六体,苴,1718,0,5689
images/赵孟頫/六体/陛/370111.png,canny/赵孟頫/六体/陛/370111.png,skeleton/赵孟頫/六体/陛/370111.png,赵孟頫,六体,陛,1674,0,7160
images/赵孟頫/六体/囚/334531.png,canny/赵孟頫/六体/囚/334531.png,skeleton/赵孟頫/六体/囚/334531.png,赵孟頫,六体,囚,1674,0,1758
images/颜真卿/楷/摧/62235.png,canny/颜真卿/楷/摧/62235.png,skeleton/颜真卿/楷/摧/62235.png,颜真卿,楷,摧,1930,3,3030
images/鲜于枢/行/陵/64839.png,canny/鲜于枢/行/陵/64839.png,skeleton/鲜于枢/行/陵/64839.png,鲜于枢,行,陵,1976,9,7176
images/翁同龢/六体/畿/83392.png,canny/翁同龢/六体/畿/83392.png,skeleton/翁同龢/六体/畿/83392.png,翁同龢,六体,畿,1491,0,4536
images/王羲之/行/品/33550.png,canny/王羲之/行/品/33550.png,skeleton/王羲之/行/品/33550.png,王羲之,行,品,1353,9,1638
images/黄易/六体/秉/357684.png,canny/黄易/六体/秉/357684.png,skeleton/黄易/六体/秉/357684.png,黄易,六体,秉,1990,0,4883
images/颜真卿/行/劉/61616.png,canny/颜真卿/行/劉/61616.png,skeleton/颜真卿/行/劉/61616.png,颜真卿,行,劉,1930,9,1371
images/董其昌/六体/芍/85999.png,canny/董其昌/六体/芍/85999.png,skeleton/董其昌/六体/芍/85999.png,董其昌,六体,芍,1554,0,5648
images/文徵明/草/軍/15699.png,canny/文徵明/草/軍/15699.png,skeleton/文徵明/草/軍/15699.png,文徵明,草,軍,979,8,6593
images/智永/楷/敦/16805.png,canny/智永/楷/敦/16805.png,skeleton/智永/楷/敦/16805.png,智永,楷,敦,1015,3,3122
images/褚遂良/行/鳴/48365.png,canny/褚遂良/行/鳴/48365.png,skeleton/褚遂良/行/鳴/48365.png,褚遂良,行,鳴,1606,9,7618
images/祝允明/六体/捉/82817.png,canny/祝允明/六体/捉/82817.png,skeleton/祝允明/六体/捉/82817.png,祝允明,六体,捉,1429,0,2943
images/颜真卿/楷/頮/63417.png,canny/颜真卿/楷/頮/63417.png,skeleton/颜真卿/楷/頮/63417.png,颜真卿,楷,頮,1930,3,7363
images/欧阳询/草/顚/26676.png,canny/欧阳询/草/顚/26676.png,skeleton/欧阳询/草/顚/26676.png,欧阳询,草,顚,1167,8,7381
images/王羲之/行/析/34269.png,canny/王羲之/行/析/34269.png,skeleton/王羲之/行/析/34269.png,王羲之,行,析,1353,9,3382
images/康里巎巎/草/嘘/09351.png,canny/康里巎巎/草/嘘/09351.png,skeleton/康里巎巎/草/嘘/09351.png,康里巎巎,草,嘘,844,8,1726
images/唐寅/行/牧/06615.png,canny/唐寅/行/牧/06615.png,skeleton/唐寅/行/牧/06615.png,唐寅,行,牧,682,9,4286
images/苏轼/楷/遙/43442.png,canny/苏轼/楷/遙/43442.png,skeleton/苏轼/楷/遙/43442.png,苏轼,楷,遙,1527,3,6762
images/祝允明/楷/聽/38209.png,canny/祝允明/楷/聽/38209.png,skeleton/祝允明/楷/聽/38209.png,祝允明,楷,聽,1429,3,5478
images/虞世南/行/汝/46322.png,canny/虞世南/行/汝/46322.png,skeleton/虞世南/行/汝/46322.png,虞世南,行,汝,1588,9,3751
images/欧阳询/草/規/26386.png,canny/欧阳询/草/規/26386.png,skeleton/欧阳询/草/規/26386.png,欧阳询,草,規,1167,8,6142
images/祝允明/草/怨/37765.png,canny/祝允明/草/怨/37765.png,skeleton/祝允明/草/怨/37765.png,祝允明,草,怨,1429,8,2619
images/王羲之/草/矣/239639.png,canny/王羲之/草/矣/239639.png,skeleton/王羲之/草/矣/239639.png,王羲之,草,矣,1353,8,4748
images/唐寅/行/馬/06853.png,canny/唐寅/行/馬/06853.png,skeleton/唐寅/行/馬/06853.png,唐寅,行,馬,682,9,7464
images/邓石如/隶/遂/56383.png,canny/邓石如/隶/遂/56383.png,skeleton/邓石如/隶/遂/56383.png,邓石如,隶,遂,1718,11,6746
images/蔡襄/行/思/45040.png,canny/蔡襄/行/思/45040.png,skeleton/蔡襄/行/思/45040.png,蔡襄,行,思,1577,9,2614
images/王铎/草/柳/35869.png,canny/王铎/草/柳/35869.png,skeleton/王铎/草/柳/35869.png,王铎,草,柳,1366,8,3429
images/柳公权/楷/業/23950.png,canny/柳公权/楷/業/23950.png,skeleton/柳公权/楷/業/23950.png,柳公权,楷,業,1142,3,3536
images/欧阳询/草/時/25683.png,canny/欧阳询/草/時/25683.png,skeleton/欧阳询/草/時/25683.png,欧阳询,草,時,1167,8,3232
images/文徵明/行/浦/15173.png,canny/文徵明/行/浦/15173.png,skeleton/文徵明/行/浦/15173.png,文徵明,行,浦,979,9,3878
images/黄庭坚/行/君/65830.png,canny/黄庭坚/行/君/65830.png,skeleton/黄庭坚/行/君/65830.png,黄庭坚,行,君,1988,9,1576
images/何绍基/行/庭/00835.png,canny/何绍基/行/庭/00835.png,skeleton/何绍基/行/庭/00835.png,何绍基,行,庭,454,9,2433
images/赵之谦/隶/九/48416.png,canny/赵之谦/隶/九/48416.png,skeleton/赵之谦/隶/九/48416.png,赵之谦,隶,九,1663,11,921
images/颜真卿/楷/蚌/63070.png,canny/颜真卿/楷/蚌/63070.png,skeleton/颜真卿/楷/蚌/63070.png,颜真卿,楷,蚌,1930,3,5953
images/李斯/篆/洗/19346.png,canny/李斯/篆/洗/19346.png,skeleton/李斯/篆/洗/19346.png,李斯,篆,洗,1073,7,3843
images/怀素/草/召/12467.png,canny/怀素/草/召/12467.png,skeleton/怀素/草/召/12467.png,怀素,草,召,949,8,1551
images/李邕/行/樂/20198.png,canny/李邕/行/樂/20198.png,skeleton/李邕/行/樂/20198.png,李邕,行,樂,1092,9,3576
images/苏轼/行/惑/42175.png,canny/苏轼/行/惑/42175.png,skeleton/苏轼/行/惑/42175.png,苏轼,行,惑,1527,9,2684
images/康里巎巎/草/慕/09410.png,canny/康里巎巎/草/慕/09410.png,skeleton/康里巎巎/草/慕/09410.png,康里巎巎,草,慕,844,8,2744
images/唐寅/六体/忙/73239.png,canny/唐寅/六体/忙/73239.png,skeleton/唐寅/六体/忙/73239.png,唐寅,六体,忙,682,0,2590
images/金农/六体/黑/89513.png,canny/金农/六体/黑/89513.png,skeleton/金农/六体/黑/89513.png,金农,六体,黑,1767,0,7701
images/柳公权/楷/恵/23787.png,canny/柳公权/楷/恵/23787.png,skeleton/柳公权/楷/恵/23787.png,柳公权,楷,恵,1142,3,2649
images/褚遂良/楷/宗/46982.png,canny/褚遂良/楷/宗/46982.png,skeleton/褚遂良/楷/宗/46982.png,褚遂良,楷,宗,1606,3,2148
images/褚遂良/楷/手/343173.png,canny/褚遂良/楷/手/343173.png,skeleton/褚遂良/楷/手/343173.png,褚遂良,楷,手,1606,3,2846
images/欧阳询/六体/系/79665.png,canny/欧阳询/六体/系/79665.png,skeleton/欧阳询/六体/系/79665.png,欧阳询,六体,系,1167,0,5139
images/苏轼/行/者/43034.png,canny/苏轼/行/者/43034.png,skeleton/苏轼/行/者/43034.png,苏轼,行,者,1527,9,5437
images/苏轼/行/鰥/43751.png,canny/苏轼/行/鰥/43751.png,skeleton/苏轼/行/鰥/43751.png,苏轼,行,鰥,1527,9,7597
images/祝允明/草/約/38133.png,canny/祝允明/草/約/38133.png,skeleton/祝允明/草/約/38133.png,祝允明,草,約,1429,8,5144
images/文徵明/草/鈴/15781.png,canny/文徵明/草/鈴/15781.png,skeleton/文徵明/草/鈴/15781.png,文徵明,草,鈴,979,8,6948
images/赵孟頫/六体/建/340326.png,canny/赵孟頫/六体/建/340326.png,skeleton/赵孟頫/六体/建/340326.png,赵孟頫,六体,建,1674,0,2470
images/怀素/行/三/12205.png,canny/怀素/行/三/12205.png,skeleton/怀素/行/三/12205.png,怀素,行,三,949,9,873
images/李邕/行/露/371115.png,canny/李邕/行/露/371115.png,skeleton/李邕/行/露/371115.png,李邕,行,露,1092,9,7276
images/李阳冰/篆/脈/21875.png,canny/李阳冰/篆/脈/21875.png,skeleton/李阳冰/篆/脈/21875.png,李阳冰,篆,脈,1095,7,5533
